, ,Number of genomes
3381,Cluster 3381,7
3382,Cluster 3382,1
3383,Cluster 3383,1
3384,Cluster 3384,1
3385,Cluster 3385,269
3386,Cluster 3386,269
3387,Cluster 3387,269
3388,Cluster 3388,168
3389,Cluster 3389,252
3390,Cluster 3390,269
3391,Cluster 3391,269
3392,Cluster 3392,268
3393,Cluster 3393,7
3394,Cluster 3394,4
3395,Cluster 3395,5
3396,Cluster 3396,5
3397,Cluster 3397,7
3398,Cluster 3398,1
3399,Cluster 3399,14
3400,Cluster 3400,2
3401,Cluster 3401,37
3402,Cluster 3402,3
3403,Cluster 3403,27
3404,Cluster 3404,1
3405,Cluster 3405,1
3406,Cluster 3406,1
3407,Cluster 3407,1
3408,Cluster 3408,268
3409,Cluster 3409,256
3410,Cluster 3410,269
3411,Cluster 3411,269
3412,Cluster 3412,52
3413,Cluster 3413,174
3414,Cluster 3414,240
3415,Cluster 3415,9
3416,Cluster 3416,14
3417,Cluster 3417,12
3418,Cluster 3418,15
3419,Cluster 3419,1
3420,Cluster 3420,2
3421,Cluster 3421,3
3422,Cluster 3422,1
3423,Cluster 3423,1
3424,Cluster 3424,1
3425,Cluster 3425,1
3426,Cluster 3426,1
3427,Cluster 3427,1
3428,Cluster 3428,268
3429,Cluster 3429,269
3430,Cluster 3430,269
3431,Cluster 3431,269
3432,Cluster 3432,20
3433,Cluster 3433,6
3434,Cluster 3434,11
3435,Cluster 3435,1
3436,Cluster 3436,1
3437,Cluster 3437,10
3438,Cluster 3438,2
3439,Cluster 3439,39
3440,Cluster 3440,113
3441,Cluster 3441,1
3442,Cluster 3442,2
3443,Cluster 3443,1
3444,Cluster 3444,4
3445,Cluster 3445,10
3446,Cluster 3446,1
3447,Cluster 3447,10
3448,Cluster 3448,1
3449,Cluster 3449,2
3450,Cluster 3450,5
3451,Cluster 3451,3
3452,Cluster 3452,1
3453,Cluster 3453,3
3454,Cluster 3454,6
3455,Cluster 3455,1
3456,Cluster 3456,269
3457,Cluster 3457,269
3458,Cluster 3458,47
3459,Cluster 3459,7
3460,Cluster 3460,126
3461,Cluster 3461,10
3462,Cluster 3462,1
3463,Cluster 3463,1
3464,Cluster 3464,4
3465,Cluster 3465,2
3466,Cluster 3466,1
3467,Cluster 3467,1
3468,Cluster 3468,1
3469,Cluster 3469,1
3470,Cluster 3470,3
3471,Cluster 3471,1
3472,Cluster 3472,1
3473,Cluster 3473,1
3474,Cluster 3474,1
3475,Cluster 3475,1
3476,Cluster 3476,268
3477,Cluster 3477,269
3478,Cluster 3478,264
3479,Cluster 3479,6
3480,Cluster 3480,9
3481,Cluster 3481,12
3482,Cluster 3482,4
3483,Cluster 3483,21
3484,Cluster 3484,3
3485,Cluster 3485,1
3486,Cluster 3486,6
3487,Cluster 3487,3
3488,Cluster 3488,4
3489,Cluster 3489,1
3490,Cluster 3490,2
3491,Cluster 3491,1
3492,Cluster 3492,1
3493,Cluster 3493,1
3494,Cluster 3494,4
3495,Cluster 3495,1
3496,Cluster 3496,269
3497,Cluster 3497,269
3498,Cluster 3498,269
3499,Cluster 3499,269
3500,Cluster 3500,268
3501,Cluster 3501,269
3502,Cluster 3502,11
3503,Cluster 3503,64
3504,Cluster 3504,79
3505,Cluster 3505,3
3506,Cluster 3506,2
3507,Cluster 3507,9
3508,Cluster 3508,2
3509,Cluster 3509,6
3510,Cluster 3510,1
3511,Cluster 3511,1
3512,Cluster 3512,3
3513,Cluster 3513,6
3514,Cluster 3514,1
3515,Cluster 3515,22
3516,Cluster 3516,1
3517,Cluster 3517,269
3518,Cluster 3518,269
3519,Cluster 3519,269
3520,Cluster 3520,269
3521,Cluster 3521,268
3522,Cluster 3522,11
3523,Cluster 3523,1
3524,Cluster 3524,5
3525,Cluster 3525,1
3526,Cluster 3526,2
3527,Cluster 3527,5
3528,Cluster 3528,1
3529,Cluster 3529,2
3530,Cluster 3530,2
3531,Cluster 3531,7
3532,Cluster 3532,1
3533,Cluster 3533,1
3534,Cluster 3534,3
3535,Cluster 3535,1
3536,Cluster 3536,1
3537,Cluster 3537,1
3538,Cluster 3538,1
3539,Cluster 3539,269
3540,Cluster 3540,266
3541,Cluster 3541,269
3542,Cluster 3542,111
3543,Cluster 3543,45
3544,Cluster 3544,2
3545,Cluster 3545,1
3546,Cluster 3546,1
3547,Cluster 3547,2
3548,Cluster 3548,1
3549,Cluster 3549,269
3550,Cluster 3550,1
3551,Cluster 3551,1
3552,Cluster 3552,268
3553,Cluster 3553,257
3554,Cluster 3554,269
3555,Cluster 3555,1
3556,Cluster 3556,90
3557,Cluster 3557,1
3558,Cluster 3558,7
3559,Cluster 3559,1
3560,Cluster 3560,1
3561,Cluster 3561,4
3562,Cluster 3562,7
3563,Cluster 3563,1
3564,Cluster 3564,7
3565,Cluster 3565,2
3566,Cluster 3566,2
3567,Cluster 3567,1
3568,Cluster 3568,1
3569,Cluster 3569,143
3570,Cluster 3570,269
3571,Cluster 3571,268
3572,Cluster 3572,12
3573,Cluster 3573,262
3574,Cluster 3574,19
3575,Cluster 3575,266
3576,Cluster 3576,3
3577,Cluster 3577,6
3578,Cluster 3578,1
3579,Cluster 3579,1
3580,Cluster 3580,1
3581,Cluster 3581,1
3582,Cluster 3582,1
3583,Cluster 3583,1
3584,Cluster 3584,12
3585,Cluster 3585,2
3586,Cluster 3586,64
3587,Cluster 3587,3
3588,Cluster 3588,1
3589,Cluster 3589,1
3590,Cluster 3590,18
3591,Cluster 3591,269
3592,Cluster 3592,269
3593,Cluster 3593,269
3594,Cluster 3594,5
3595,Cluster 3595,17
3596,Cluster 3596,91
3597,Cluster 3597,10
3598,Cluster 3598,4
3599,Cluster 3599,7
3600,Cluster 3600,25
3601,Cluster 3601,3
3602,Cluster 3602,3
3603,Cluster 3603,3
3604,Cluster 3604,1
3605,Cluster 3605,1
3606,Cluster 3606,4
3607,Cluster 3607,1
3608,Cluster 3608,269
3609,Cluster 3609,269
3610,Cluster 3610,269
3611,Cluster 3611,19
3612,Cluster 3612,3
3613,Cluster 3613,22
3614,Cluster 3614,1
3615,Cluster 3615,260
3616,Cluster 3616,1
3617,Cluster 3617,2
3618,Cluster 3618,3
3619,Cluster 3619,2
3620,Cluster 3620,1
3621,Cluster 3621,22
3622,Cluster 3622,1
3623,Cluster 3623,1
3624,Cluster 3624,1
3625,Cluster 3625,4
3626,Cluster 3626,269
3627,Cluster 3627,269
3628,Cluster 3628,269
3629,Cluster 3629,269
3630,Cluster 3630,269
3631,Cluster 3631,19
3632,Cluster 3632,2
3633,Cluster 3633,1
3634,Cluster 3634,32
3635,Cluster 3635,1
3636,Cluster 3636,1
3637,Cluster 3637,1
3638,Cluster 3638,2
3639,Cluster 3639,2
3640,Cluster 3640,19
3641,Cluster 3641,1
3642,Cluster 3642,9
3643,Cluster 3643,11
3644,Cluster 3644,1
3645,Cluster 3645,2
3646,Cluster 3646,1
3647,Cluster 3647,269
3648,Cluster 3648,269
3649,Cluster 3649,88
3650,Cluster 3650,3
3651,Cluster 3651,1
3652,Cluster 3652,2
3653,Cluster 3653,269
3654,Cluster 3654,5
3655,Cluster 3655,1
3656,Cluster 3656,2
3657,Cluster 3657,1
3658,Cluster 3658,1
3659,Cluster 3659,2
3660,Cluster 3660,5
3661,Cluster 3661,1
3662,Cluster 3662,1
3663,Cluster 3663,268
3664,Cluster 3664,269
3665,Cluster 3665,259
3666,Cluster 3666,269
3667,Cluster 3667,184
3668,Cluster 3668,1
3669,Cluster 3669,1
3670,Cluster 3670,1
3671,Cluster 3671,10
3672,Cluster 3672,1
3673,Cluster 3673,1
3674,Cluster 3674,265
3675,Cluster 3675,3
3676,Cluster 3676,140
3677,Cluster 3677,1
3678,Cluster 3678,1
3679,Cluster 3679,10
3680,Cluster 3680,4
3681,Cluster 3681,269
3682,Cluster 3682,269
3683,Cluster 3683,269
3684,Cluster 3684,68
3685,Cluster 3685,21
3686,Cluster 3686,1
3687,Cluster 3687,7
3688,Cluster 3688,11
3689,Cluster 3689,9
3690,Cluster 3690,6
3691,Cluster 3691,5
3692,Cluster 3692,9
3693,Cluster 3693,1
3694,Cluster 3694,1
3695,Cluster 3695,2
3696,Cluster 3696,1
3697,Cluster 3697,1
3698,Cluster 3698,2
3699,Cluster 3699,269
3700,Cluster 3700,269
3701,Cluster 3701,14
3702,Cluster 3702,263
3703,Cluster 3703,56
3704,Cluster 3704,10
3705,Cluster 3705,2
3706,Cluster 3706,15
3707,Cluster 3707,1
3708,Cluster 3708,4
3709,Cluster 3709,4
3710,Cluster 3710,1
3711,Cluster 3711,1
3712,Cluster 3712,1
3713,Cluster 3713,1
3714,Cluster 3714,269
3715,Cluster 3715,269
3716,Cluster 3716,269
3717,Cluster 3717,269
3718,Cluster 3718,267
3719,Cluster 3719,48
3720,Cluster 3720,24
3721,Cluster 3721,1
3722,Cluster 3722,28
3723,Cluster 3723,9
3724,Cluster 3724,4
3725,Cluster 3725,57
3726,Cluster 3726,11
3727,Cluster 3727,1
3728,Cluster 3728,7
3729,Cluster 3729,1
3730,Cluster 3730,1
3731,Cluster 3731,1
3732,Cluster 3732,269
3733,Cluster 3733,269
3734,Cluster 3734,269
3735,Cluster 3735,269
3736,Cluster 3736,269
3737,Cluster 3737,237
3738,Cluster 3738,269
3739,Cluster 3739,6
3740,Cluster 3740,2
3741,Cluster 3741,6
3742,Cluster 3742,1
3743,Cluster 3743,2
3744,Cluster 3744,17
3745,Cluster 3745,1
3746,Cluster 3746,136
3747,Cluster 3747,1
3748,Cluster 3748,1
3749,Cluster 3749,3
3750,Cluster 3750,269
3751,Cluster 3751,1
3752,Cluster 3752,27
3753,Cluster 3753,4
3754,Cluster 3754,269
3755,Cluster 3755,261
3756,Cluster 3756,159
3757,Cluster 3757,215
3758,Cluster 3758,43
3759,Cluster 3759,7
3760,Cluster 3760,4
3761,Cluster 3761,1
3762,Cluster 3762,1
3763,Cluster 3763,4
3764,Cluster 3764,2
3765,Cluster 3765,2
3766,Cluster 3766,269
3767,Cluster 3767,1
3768,Cluster 3768,25
3769,Cluster 3769,1
3770,Cluster 3770,54
3771,Cluster 3771,30
3772,Cluster 3772,2
3773,Cluster 3773,4
3774,Cluster 3774,1
3775,Cluster 3775,269
3776,Cluster 3776,269
3777,Cluster 3777,269
3778,Cluster 3778,89
3779,Cluster 3779,2
3780,Cluster 3780,7
3781,Cluster 3781,269
3782,Cluster 3782,2
3783,Cluster 3783,1
3784,Cluster 3784,1
3785,Cluster 3785,2
3786,Cluster 3786,1
3787,Cluster 3787,1
3788,Cluster 3788,269
3789,Cluster 3789,217
3790,Cluster 3790,269
3791,Cluster 3791,269
3792,Cluster 3792,114
3793,Cluster 3793,1
3794,Cluster 3794,2
3795,Cluster 3795,1
3796,Cluster 3796,266
3797,Cluster 3797,6
3798,Cluster 3798,10
3799,Cluster 3799,7
3800,Cluster 3800,2
3801,Cluster 3801,3
3802,Cluster 3802,5
3803,Cluster 3803,4
3804,Cluster 3804,37
3805,Cluster 3805,1
3806,Cluster 3806,4
3807,Cluster 3807,201
3808,Cluster 3808,3
3809,Cluster 3809,3
3810,Cluster 3810,1
3811,Cluster 3811,2
3812,Cluster 3812,268
3813,Cluster 3813,1
3814,Cluster 3814,269
3815,Cluster 3815,98
3816,Cluster 3816,9
3817,Cluster 3817,11
3818,Cluster 3818,11
3819,Cluster 3819,52
3820,Cluster 3820,2
3821,Cluster 3821,30
3822,Cluster 3822,8
3823,Cluster 3823,1
3824,Cluster 3824,3
3825,Cluster 3825,17
3826,Cluster 3826,7
3827,Cluster 3827,13
3828,Cluster 3828,8
3829,Cluster 3829,1
3830,Cluster 3830,1
3831,Cluster 3831,1
3832,Cluster 3832,5
3833,Cluster 3833,269
3834,Cluster 3834,265
3835,Cluster 3835,263
3836,Cluster 3836,269
3837,Cluster 3837,17
3838,Cluster 3838,23
3839,Cluster 3839,3
3840,Cluster 3840,8
3841,Cluster 3841,4
3842,Cluster 3842,16
3843,Cluster 3843,1
3844,Cluster 3844,13
3845,Cluster 3845,10
3846,Cluster 3846,1
3847,Cluster 3847,5
3848,Cluster 3848,2
3849,Cluster 3849,269
3850,Cluster 3850,269
3851,Cluster 3851,269
3852,Cluster 3852,269
3853,Cluster 3853,4
3854,Cluster 3854,17
3855,Cluster 3855,41
3856,Cluster 3856,8
3857,Cluster 3857,2
3858,Cluster 3858,7
3859,Cluster 3859,1
3860,Cluster 3860,2
3861,Cluster 3861,1
3862,Cluster 3862,1
3863,Cluster 3863,2
3864,Cluster 3864,1
3865,Cluster 3865,1
3866,Cluster 3866,2
3867,Cluster 3867,2
3868,Cluster 3868,1
3869,Cluster 3869,1
3870,Cluster 3870,2
3871,Cluster 3871,267
3872,Cluster 3872,269
3873,Cluster 3873,269
3874,Cluster 3874,78
3875,Cluster 3875,49
3876,Cluster 3876,101
3877,Cluster 3877,1
3878,Cluster 3878,1
3879,Cluster 3879,1
3880,Cluster 3880,16
3881,Cluster 3881,9
3882,Cluster 3882,1
3883,Cluster 3883,2
3884,Cluster 3884,1
3885,Cluster 3885,3
3886,Cluster 3886,2
3887,Cluster 3887,1
3888,Cluster 3888,1
3889,Cluster 3889,1
3890,Cluster 3890,4
3891,Cluster 3891,1
3892,Cluster 3892,269
3893,Cluster 3893,269
3894,Cluster 3894,269
3895,Cluster 3895,268
3896,Cluster 3896,269
3897,Cluster 3897,269
3898,Cluster 3898,12
3899,Cluster 3899,14
3900,Cluster 3900,1
3901,Cluster 3901,2
3902,Cluster 3902,6
3903,Cluster 3903,1
3904,Cluster 3904,1
3905,Cluster 3905,8
3906,Cluster 3906,1
3907,Cluster 3907,1
3908,Cluster 3908,1
3909,Cluster 3909,1
3910,Cluster 3910,1
3911,Cluster 3911,6
3912,Cluster 3912,1
3913,Cluster 3913,267
3914,Cluster 3914,269
3915,Cluster 3915,269
3916,Cluster 3916,269
3917,Cluster 3917,269
3918,Cluster 3918,9
3919,Cluster 3919,2
3920,Cluster 3920,8
3921,Cluster 3921,4
3922,Cluster 3922,1
3923,Cluster 3923,2
3924,Cluster 3924,3
3925,Cluster 3925,2
3926,Cluster 3926,10
3927,Cluster 3927,1
3928,Cluster 3928,1
3929,Cluster 3929,1
3930,Cluster 3930,1
3931,Cluster 3931,1
3932,Cluster 3932,1
3933,Cluster 3933,1
3934,Cluster 3934,79
3935,Cluster 3935,269
3936,Cluster 3936,269
3937,Cluster 3937,201
3938,Cluster 3938,269
3939,Cluster 3939,113
3940,Cluster 3940,40
3941,Cluster 3941,1
3942,Cluster 3942,269
3943,Cluster 3943,6
3944,Cluster 3944,9
3945,Cluster 3945,4
3946,Cluster 3946,1
3947,Cluster 3947,2
3948,Cluster 3948,1
3949,Cluster 3949,8
3950,Cluster 3950,1
3951,Cluster 3951,1
3952,Cluster 3952,1
3953,Cluster 3953,1
3954,Cluster 3954,2
3955,Cluster 3955,269
3956,Cluster 3956,2
3957,Cluster 3957,1
3958,Cluster 3958,1
3959,Cluster 3959,269
3960,Cluster 3960,269
3961,Cluster 3961,268
3962,Cluster 3962,8
3963,Cluster 3963,115
3964,Cluster 3964,16
3965,Cluster 3965,18
3966,Cluster 3966,10
3967,Cluster 3967,4
3968,Cluster 3968,11
3969,Cluster 3969,5
3970,Cluster 3970,4
3971,Cluster 3971,2
3972,Cluster 3972,1
3973,Cluster 3973,1
3974,Cluster 3974,3
3975,Cluster 3975,1
3976,Cluster 3976,4
3977,Cluster 3977,3
3978,Cluster 3978,1
3979,Cluster 3979,5
3980,Cluster 3980,2
3981,Cluster 3981,3
3982,Cluster 3982,269
3983,Cluster 3983,268
3984,Cluster 3984,269
3985,Cluster 3985,2
3986,Cluster 3986,17
3987,Cluster 3987,44
3988,Cluster 3988,1
3989,Cluster 3989,1
3990,Cluster 3990,2
3991,Cluster 3991,2
3992,Cluster 3992,2
3993,Cluster 3993,3
3994,Cluster 3994,23
3995,Cluster 3995,1
3996,Cluster 3996,4
3997,Cluster 3997,1
3998,Cluster 3998,1
3999,Cluster 3999,7
4000,Cluster 4000,1
4001,Cluster 4001,269
4002,Cluster 4002,269
4003,Cluster 4003,5
4004,Cluster 4004,4
4005,Cluster 4005,1
4006,Cluster 4006,1
4007,Cluster 4007,3
4008,Cluster 4008,1
4009,Cluster 4009,24
4010,Cluster 4010,10
4011,Cluster 4011,2
4012,Cluster 4012,2
4013,Cluster 4013,1
4014,Cluster 4014,1
4015,Cluster 4015,1
4016,Cluster 4016,7
4017,Cluster 4017,1
4018,Cluster 4018,8
4019,Cluster 4019,1
4020,Cluster 4020,1
4021,Cluster 4021,4
4022,Cluster 4022,1
4023,Cluster 4023,256
4024,Cluster 4024,2
4025,Cluster 4025,7
4026,Cluster 4026,1
4027,Cluster 4027,257
4028,Cluster 4028,269
4029,Cluster 4029,269
4030,Cluster 4030,269
4031,Cluster 4031,19
4032,Cluster 4032,16
4033,Cluster 4033,2
4034,Cluster 4034,15
4035,Cluster 4035,4
4036,Cluster 4036,2
4037,Cluster 4037,269
4038,Cluster 4038,3
4039,Cluster 4039,2
4040,Cluster 4040,1
4041,Cluster 4041,2
4042,Cluster 4042,1
4043,Cluster 4043,13
4044,Cluster 4044,1
4045,Cluster 4045,65
4046,Cluster 4046,1
4047,Cluster 4047,1
4048,Cluster 4048,1
4049,Cluster 4049,269
4050,Cluster 4050,269
4051,Cluster 4051,186
4052,Cluster 4052,62
4053,Cluster 4053,1
4054,Cluster 4054,14
4055,Cluster 4055,15
4056,Cluster 4056,5
4057,Cluster 4057,4
4058,Cluster 4058,2
4059,Cluster 4059,28
4060,Cluster 4060,1
4061,Cluster 4061,1
4062,Cluster 4062,4
4063,Cluster 4063,1
4064,Cluster 4064,1
4065,Cluster 4065,3
4066,Cluster 4066,1
4067,Cluster 4067,1
4068,Cluster 4068,1
4069,Cluster 4069,268
4070,Cluster 4070,269
4071,Cluster 4071,269
4072,Cluster 4072,11
4073,Cluster 4073,5
4074,Cluster 4074,17
4075,Cluster 4075,10
4076,Cluster 4076,269
4077,Cluster 4077,3
4078,Cluster 4078,1
4079,Cluster 4079,9
4080,Cluster 4080,2
4081,Cluster 4081,1
4082,Cluster 4082,1
4083,Cluster 4083,1
4084,Cluster 4084,1
4085,Cluster 4085,1
4086,Cluster 4086,1
4087,Cluster 4087,269
4088,Cluster 4088,144
4089,Cluster 4089,22
4090,Cluster 4090,4
4091,Cluster 4091,1
4092,Cluster 4092,19
4093,Cluster 4093,3
4094,Cluster 4094,1
4095,Cluster 4095,2
4096,Cluster 4096,1
4097,Cluster 4097,5
4098,Cluster 4098,1
4099,Cluster 4099,30
4100,Cluster 4100,3
4101,Cluster 4101,268
4102,Cluster 4102,269
4103,Cluster 4103,269
4104,Cluster 4104,8
4105,Cluster 4105,13
4106,Cluster 4106,22
4107,Cluster 4107,1
4108,Cluster 4108,22
4109,Cluster 4109,4
4110,Cluster 4110,17
4111,Cluster 4111,13
4112,Cluster 4112,4
4113,Cluster 4113,5
4114,Cluster 4114,1
4115,Cluster 4115,2
4116,Cluster 4116,4
4117,Cluster 4117,2
4118,Cluster 4118,7
4119,Cluster 4119,1
4120,Cluster 4120,3
4121,Cluster 4121,1
4122,Cluster 4122,4
4123,Cluster 4123,1
4124,Cluster 4124,61
4125,Cluster 4125,39
4126,Cluster 4126,25
4127,Cluster 4127,1
4128,Cluster 4128,102
4129,Cluster 4129,269
4130,Cluster 4130,3
4131,Cluster 4131,2
4132,Cluster 4132,1
4133,Cluster 4133,13
4134,Cluster 4134,7
4135,Cluster 4135,261
4136,Cluster 4136,1
4137,Cluster 4137,269
4138,Cluster 4138,137
4139,Cluster 4139,269
4140,Cluster 4140,116
4141,Cluster 4141,30
4142,Cluster 4142,8
4143,Cluster 4143,6
4144,Cluster 4144,3
4145,Cluster 4145,2
4146,Cluster 4146,1
4147,Cluster 4147,4
4148,Cluster 4148,1
4149,Cluster 4149,8
4150,Cluster 4150,10
4151,Cluster 4151,1
4152,Cluster 4152,1
4153,Cluster 4153,11
4154,Cluster 4154,3
4155,Cluster 4155,1
4156,Cluster 4156,1
4157,Cluster 4157,122
4158,Cluster 4158,1
4159,Cluster 4159,1
4160,Cluster 4160,1
4161,Cluster 4161,186
4162,Cluster 4162,269
4163,Cluster 4163,267
4164,Cluster 4164,269
4165,Cluster 4165,269
4166,Cluster 4166,1
4167,Cluster 4167,56
4168,Cluster 4168,1
4169,Cluster 4169,16
4170,Cluster 4170,3
4171,Cluster 4171,1
4172,Cluster 4172,253
4173,Cluster 4173,3
4174,Cluster 4174,2
4175,Cluster 4175,2
4176,Cluster 4176,12
4177,Cluster 4177,1
4178,Cluster 4178,1
4179,Cluster 4179,4
4180,Cluster 4180,1
4181,Cluster 4181,1
4182,Cluster 4182,1
4183,Cluster 4183,1
4184,Cluster 4184,268
4185,Cluster 4185,269
4186,Cluster 4186,269
4187,Cluster 4187,269
4188,Cluster 4188,247
4189,Cluster 4189,269
4190,Cluster 4190,101
4191,Cluster 4191,15
4192,Cluster 4192,1
4193,Cluster 4193,3
4194,Cluster 4194,1
4195,Cluster 4195,3
4196,Cluster 4196,1
4197,Cluster 4197,1
4198,Cluster 4198,1
4199,Cluster 4199,1
4200,Cluster 4200,7
4201,Cluster 4201,22
4202,Cluster 4202,1
4203,Cluster 4203,3
4204,Cluster 4204,1
4205,Cluster 4205,1
4206,Cluster 4206,1
4207,Cluster 4207,269
4208,Cluster 4208,269
4209,Cluster 4209,269
4210,Cluster 4210,113
4211,Cluster 4211,2
4212,Cluster 4212,1
4213,Cluster 4213,13
4214,Cluster 4214,1
4215,Cluster 4215,1
4216,Cluster 4216,1
4217,Cluster 4217,1
4218,Cluster 4218,6
4219,Cluster 4219,9
4220,Cluster 4220,2
4221,Cluster 4221,1
4222,Cluster 4222,2
4223,Cluster 4223,1
4224,Cluster 4224,10
4225,Cluster 4225,1
4226,Cluster 4226,2
4227,Cluster 4227,5
4228,Cluster 4228,7
4229,Cluster 4229,2
4230,Cluster 4230,3
4231,Cluster 4231,1
4232,Cluster 4232,1
4233,Cluster 4233,269
4234,Cluster 4234,269
4235,Cluster 4235,266
4236,Cluster 4236,19
4237,Cluster 4237,211
4238,Cluster 4238,4
4239,Cluster 4239,1
4240,Cluster 4240,2
4241,Cluster 4241,7
4242,Cluster 4242,10
4243,Cluster 4243,1
4244,Cluster 4244,1
4245,Cluster 4245,4
4246,Cluster 4246,1
4247,Cluster 4247,1
4248,Cluster 4248,1
4249,Cluster 4249,1
4250,Cluster 4250,269
4251,Cluster 4251,269
4252,Cluster 4252,269
4253,Cluster 4253,269
4254,Cluster 4254,265
4255,Cluster 4255,265
4256,Cluster 4256,173
4257,Cluster 4257,269
4258,Cluster 4258,10
4259,Cluster 4259,112
4260,Cluster 4260,20
4261,Cluster 4261,22
4262,Cluster 4262,1
4263,Cluster 4263,7
4264,Cluster 4264,2
4265,Cluster 4265,9
4266,Cluster 4266,6
4267,Cluster 4267,1
4268,Cluster 4268,1
4269,Cluster 4269,1
4270,Cluster 4270,1
4271,Cluster 4271,2
4272,Cluster 4272,1
4273,Cluster 4273,1
4274,Cluster 4274,2
4275,Cluster 4275,1
4276,Cluster 4276,1
4277,Cluster 4277,1
4278,Cluster 4278,269
4279,Cluster 4279,269
4280,Cluster 4280,72
4281,Cluster 4281,19
4282,Cluster 4282,19
4283,Cluster 4283,3
4284,Cluster 4284,1
4285,Cluster 4285,1
4286,Cluster 4286,1
4287,Cluster 4287,46
4288,Cluster 4288,5
4289,Cluster 4289,3
4290,Cluster 4290,2
4291,Cluster 4291,3
4292,Cluster 4292,10
4293,Cluster 4293,6
4294,Cluster 4294,1
4295,Cluster 4295,269
4296,Cluster 4296,10
4297,Cluster 4297,1
4298,Cluster 4298,5
4299,Cluster 4299,4
4300,Cluster 4300,38
4301,Cluster 4301,269
4302,Cluster 4302,269
4303,Cluster 4303,269
4304,Cluster 4304,158
4305,Cluster 4305,1
4306,Cluster 4306,1
4307,Cluster 4307,23
4308,Cluster 4308,1
4309,Cluster 4309,1
4310,Cluster 4310,2
4311,Cluster 4311,2
4312,Cluster 4312,2
4313,Cluster 4313,1
4314,Cluster 4314,269
4315,Cluster 4315,178
4316,Cluster 4316,266
4317,Cluster 4317,18
4318,Cluster 4318,116
4319,Cluster 4319,22
4320,Cluster 4320,3
4321,Cluster 4321,1
4322,Cluster 4322,6
4323,Cluster 4323,1
4324,Cluster 4324,2
4325,Cluster 4325,1
4326,Cluster 4326,1
4327,Cluster 4327,265
4328,Cluster 4328,1
4329,Cluster 4329,1
4330,Cluster 4330,2
4331,Cluster 4331,1
4332,Cluster 4332,2
4333,Cluster 4333,10
4334,Cluster 4334,1
4335,Cluster 4335,269
4336,Cluster 4336,269
4337,Cluster 4337,73
4338,Cluster 4338,6
4339,Cluster 4339,10
4340,Cluster 4340,4
4341,Cluster 4341,2
4342,Cluster 4342,210
4343,Cluster 4343,4
4344,Cluster 4344,1
4345,Cluster 4345,1
4346,Cluster 4346,2
4347,Cluster 4347,3
4348,Cluster 4348,269
4349,Cluster 4349,269
4350,Cluster 4350,142
4351,Cluster 4351,127
4352,Cluster 4352,9
4353,Cluster 4353,2
4354,Cluster 4354,53
4355,Cluster 4355,268
4356,Cluster 4356,11
4357,Cluster 4357,9
4358,Cluster 4358,1
4359,Cluster 4359,3
4360,Cluster 4360,2
4361,Cluster 4361,2
4362,Cluster 4362,2
4363,Cluster 4363,1
4364,Cluster 4364,10
4365,Cluster 4365,1
4366,Cluster 4366,1
4367,Cluster 4367,1
4368,Cluster 4368,1
4369,Cluster 4369,1
4370,Cluster 4370,19
4371,Cluster 4371,269
4372,Cluster 4372,204
4373,Cluster 4373,269
4374,Cluster 4374,269
4375,Cluster 4375,269
4376,Cluster 4376,264
4377,Cluster 4377,1
4378,Cluster 4378,113
4379,Cluster 4379,5
4380,Cluster 4380,2
4381,Cluster 4381,1
4382,Cluster 4382,4
4383,Cluster 4383,2
4384,Cluster 4384,2
4385,Cluster 4385,4
4386,Cluster 4386,219
4387,Cluster 4387,3
4388,Cluster 4388,1
4389,Cluster 4389,8
4390,Cluster 4390,1
4391,Cluster 4391,10
4392,Cluster 4392,2
4393,Cluster 4393,2
4394,Cluster 4394,1
4395,Cluster 4395,1
4396,Cluster 4396,1
4397,Cluster 4397,4
4398,Cluster 4398,266
4399,Cluster 4399,3
4400,Cluster 4400,2
4401,Cluster 4401,1
4402,Cluster 4402,2
4403,Cluster 4403,1
4404,Cluster 4404,269
4405,Cluster 4405,269
4406,Cluster 4406,269
4407,Cluster 4407,269
4408,Cluster 4408,260
4409,Cluster 4409,33
4410,Cluster 4410,4
4411,Cluster 4411,3
4412,Cluster 4412,2
4413,Cluster 4413,1
4414,Cluster 4414,1
4415,Cluster 4415,3
4416,Cluster 4416,5
4417,Cluster 4417,24
4418,Cluster 4418,1
4419,Cluster 4419,1
4420,Cluster 4420,2
4421,Cluster 4421,2
4422,Cluster 4422,3
4423,Cluster 4423,1
4424,Cluster 4424,1
4425,Cluster 4425,1
4426,Cluster 4426,1
4427,Cluster 4427,32
4428,Cluster 4428,5
4429,Cluster 4429,5
4430,Cluster 4430,3
4431,Cluster 4431,61
4432,Cluster 4432,4
4433,Cluster 4433,1
4434,Cluster 4434,1
4435,Cluster 4435,3
4436,Cluster 4436,3
4437,Cluster 4437,1
4438,Cluster 4438,1
4439,Cluster 4439,3
4440,Cluster 4440,1
4441,Cluster 4441,2
4442,Cluster 4442,7
4443,Cluster 4443,3
4444,Cluster 4444,1
4445,Cluster 4445,2
4446,Cluster 4446,1
4447,Cluster 4447,199
4448,Cluster 4448,195
4449,Cluster 4449,269
4450,Cluster 4450,268
4451,Cluster 4451,43
4452,Cluster 4452,3
4453,Cluster 4453,5
4454,Cluster 4454,6
4455,Cluster 4455,2
4456,Cluster 4456,1
