, ,Number of genomes,gene_class
988,Cluster 988,2,unique
989,Cluster 989,1,unique
990,Cluster 990,2,unique
991,Cluster 991,8,unique
992,Cluster 992,2,unique
993,Cluster 993,17,unique
994,Cluster 994,3,unique
995,Cluster 995,1323,core
996,Cluster 996,1321,core
997,Cluster 997,1,unique
998,Cluster 998,2,unique
999,Cluster 999,7,unique
1000,Cluster 1000,4,unique
1001,Cluster 1001,544,accessory
1002,Cluster 1002,9,unique
1003,Cluster 1003,11,unique
1004,Cluster 1004,2,unique
1005,Cluster 1005,4,unique
1006,Cluster 1006,3,unique
1007,Cluster 1007,5,unique
1008,Cluster 1008,1319,core
1009,Cluster 1009,1317,core
1010,Cluster 1010,1,unique
1011,Cluster 1011,1,unique
1012,Cluster 1012,2,unique
1013,Cluster 1013,1326,core
1014,Cluster 1014,9,unique
1015,Cluster 1015,5,unique
1016,Cluster 1016,4,unique
1017,Cluster 1017,1,unique
1018,Cluster 1018,1,unique
1019,Cluster 1019,2,unique
1020,Cluster 1020,3,unique
1021,Cluster 1021,4,unique
1022,Cluster 1022,24,unique
1023,Cluster 1023,2,unique
1024,Cluster 1024,1,unique
1025,Cluster 1025,7,unique
1026,Cluster 1026,1,unique
1027,Cluster 1027,2,unique
1028,Cluster 1028,3,unique
1029,Cluster 1029,1,unique
1030,Cluster 1030,27,unique
1031,Cluster 1031,1162,accessory
1032,Cluster 1032,2,unique
1033,Cluster 1033,1,unique
1034,Cluster 1034,2,unique
1035,Cluster 1035,8,unique
1036,Cluster 1036,5,unique
1037,Cluster 1037,2,unique
1038,Cluster 1038,1,unique
1039,Cluster 1039,4,unique
1040,Cluster 1040,1321,core
1041,Cluster 1041,4,unique
1042,Cluster 1042,1,unique
1043,Cluster 1043,4,unique
1044,Cluster 1044,1325,core
1045,Cluster 1045,2,unique
1046,Cluster 1046,1,unique
1047,Cluster 1047,114,accessory
1048,Cluster 1048,3,unique
1049,Cluster 1049,22,unique
1050,Cluster 1050,3,unique
1051,Cluster 1051,3,unique
1052,Cluster 1052,175,accessory
1053,Cluster 1053,162,accessory
1054,Cluster 1054,1270,accessory
1055,Cluster 1055,2,unique
1056,Cluster 1056,20,unique
1057,Cluster 1057,26,unique
1058,Cluster 1058,2,unique
1059,Cluster 1059,3,unique
1060,Cluster 1060,4,unique
1061,Cluster 1061,4,unique
1062,Cluster 1062,1,unique
1063,Cluster 1063,2,unique
1064,Cluster 1064,8,unique
1065,Cluster 1065,3,unique
1066,Cluster 1066,308,accessory
1067,Cluster 1067,1321,core
1068,Cluster 1068,1,unique
1069,Cluster 1069,6,unique
1070,Cluster 1070,5,unique
1071,Cluster 1071,2,unique
1072,Cluster 1072,1,unique
1073,Cluster 1073,10,unique
1074,Cluster 1074,15,unique
1075,Cluster 1075,1,unique
1076,Cluster 1076,2,unique
1077,Cluster 1077,4,unique
1078,Cluster 1078,4,unique
1079,Cluster 1079,29,unique
1080,Cluster 1080,8,unique
1081,Cluster 1081,2,unique
1082,Cluster 1082,2,unique
1083,Cluster 1083,1219,accessory
1084,Cluster 1084,3,unique
1085,Cluster 1085,1,unique
1086,Cluster 1086,1,unique
1087,Cluster 1087,5,unique
1088,Cluster 1088,70,unique
1089,Cluster 1089,1,unique
1090,Cluster 1090,1,unique
1091,Cluster 1091,62,unique
1092,Cluster 1092,141,accessory
1093,Cluster 1093,34,unique
1094,Cluster 1094,4,unique
1095,Cluster 1095,23,unique
1096,Cluster 1096,149,accessory
1097,Cluster 1097,3,unique
1098,Cluster 1098,1326,core
1099,Cluster 1099,1,unique
1100,Cluster 1100,8,unique
1101,Cluster 1101,128,accessory
1102,Cluster 1102,6,unique
1103,Cluster 1103,2,unique
1104,Cluster 1104,3,unique
1105,Cluster 1105,2,unique
1106,Cluster 1106,6,unique
1107,Cluster 1107,2,unique
1108,Cluster 1108,5,unique
1109,Cluster 1109,1185,accessory
1110,Cluster 1110,3,unique
1111,Cluster 1111,24,unique
1112,Cluster 1112,2,unique
1113,Cluster 1113,2,unique
1114,Cluster 1114,1319,core
1115,Cluster 1115,4,unique
1116,Cluster 1116,1,unique
1117,Cluster 1117,1327,core
1118,Cluster 1118,2,unique
1119,Cluster 1119,4,unique
1120,Cluster 1120,127,accessory
1121,Cluster 1121,2,unique
1122,Cluster 1122,2,unique
1123,Cluster 1123,3,unique
1124,Cluster 1124,394,accessory
1125,Cluster 1125,2,unique
1126,Cluster 1126,2,unique
1127,Cluster 1127,623,accessory
1128,Cluster 1128,6,unique
1129,Cluster 1129,2,unique
1130,Cluster 1130,1316,core
1131,Cluster 1131,448,accessory
1132,Cluster 1132,1,unique
1133,Cluster 1133,3,unique
1134,Cluster 1134,26,unique
1135,Cluster 1135,2,unique
1136,Cluster 1136,1,unique
1137,Cluster 1137,1320,core
1138,Cluster 1138,2,unique
1139,Cluster 1139,2,unique
1140,Cluster 1140,89,unique
1141,Cluster 1141,1,unique
1142,Cluster 1142,1318,core
1143,Cluster 1143,101,unique
1144,Cluster 1144,1301,core
1145,Cluster 1145,53,unique
1146,Cluster 1146,2,unique
1147,Cluster 1147,19,unique
1148,Cluster 1148,11,unique
1149,Cluster 1149,2,unique
1150,Cluster 1150,17,unique
1151,Cluster 1151,1,unique
1152,Cluster 1152,5,unique
1153,Cluster 1153,4,unique
1154,Cluster 1154,557,accessory
1155,Cluster 1155,1281,accessory
1156,Cluster 1156,1326,core
1157,Cluster 1157,3,unique
1158,Cluster 1158,4,unique
1159,Cluster 1159,1292,accessory
1160,Cluster 1160,2,unique
1161,Cluster 1161,2,unique
1162,Cluster 1162,3,unique
1163,Cluster 1163,3,unique
1164,Cluster 1164,419,accessory
1165,Cluster 1165,76,unique
1166,Cluster 1166,1314,core
1167,Cluster 1167,6,unique
1168,Cluster 1168,12,unique
1169,Cluster 1169,2,unique
1170,Cluster 1170,4,unique
1171,Cluster 1171,1,unique
1172,Cluster 1172,5,unique
1173,Cluster 1173,2,unique
1174,Cluster 1174,1,unique
1175,Cluster 1175,6,unique
1176,Cluster 1176,2,unique
1177,Cluster 1177,201,accessory
1178,Cluster 1178,3,unique
1179,Cluster 1179,3,unique
1180,Cluster 1180,2,unique
1181,Cluster 1181,22,unique
1182,Cluster 1182,1,unique
1183,Cluster 1183,2,unique
1184,Cluster 1184,1326,core
1185,Cluster 1185,15,unique
1186,Cluster 1186,1,unique
1187,Cluster 1187,1317,core
1188,Cluster 1188,583,accessory
1189,Cluster 1189,2,unique
1190,Cluster 1190,11,unique
1191,Cluster 1191,4,unique
1192,Cluster 1192,4,unique
1193,Cluster 1193,4,unique
1194,Cluster 1194,1325,core
1195,Cluster 1195,2,unique
1196,Cluster 1196,1,unique
1197,Cluster 1197,4,unique
1198,Cluster 1198,57,unique
1199,Cluster 1199,2,unique
1200,Cluster 1200,2,unique
1201,Cluster 1201,39,unique
1202,Cluster 1202,1,unique
1203,Cluster 1203,4,unique
1204,Cluster 1204,26,unique
1205,Cluster 1205,2,unique
1206,Cluster 1206,1,unique
1207,Cluster 1207,10,unique
1208,Cluster 1208,4,unique
1209,Cluster 1209,4,unique
1210,Cluster 1210,2,unique
1211,Cluster 1211,147,accessory
1212,Cluster 1212,1326,core
1213,Cluster 1213,6,unique
1214,Cluster 1214,4,unique
1215,Cluster 1215,1,unique
1216,Cluster 1216,1,unique
1217,Cluster 1217,3,unique
1218,Cluster 1218,2,unique
1219,Cluster 1219,2,unique
1220,Cluster 1220,1321,core
1221,Cluster 1221,2,unique
1222,Cluster 1222,2,unique
1223,Cluster 1223,1281,accessory
1224,Cluster 1224,4,unique
1225,Cluster 1225,3,unique
1226,Cluster 1226,3,unique
1227,Cluster 1227,1226,accessory
1228,Cluster 1228,1,unique
1229,Cluster 1229,3,unique
1230,Cluster 1230,5,unique
1231,Cluster 1231,2,unique
1232,Cluster 1232,7,unique
1233,Cluster 1233,164,accessory
1234,Cluster 1234,1,unique
1235,Cluster 1235,3,unique
1236,Cluster 1236,1,unique
1237,Cluster 1237,2,unique
1238,Cluster 1238,1,unique
1239,Cluster 1239,547,accessory
1240,Cluster 1240,4,unique
1241,Cluster 1241,6,unique
1242,Cluster 1242,37,unique
1243,Cluster 1243,181,accessory
1244,Cluster 1244,1,unique
1245,Cluster 1245,5,unique
1246,Cluster 1246,4,unique
1247,Cluster 1247,1,unique
1248,Cluster 1248,2,unique
1249,Cluster 1249,10,unique
1250,Cluster 1250,1,unique
1251,Cluster 1251,8,unique
1252,Cluster 1252,1326,core
1253,Cluster 1253,11,unique
1254,Cluster 1254,52,unique
1255,Cluster 1255,2,unique
1256,Cluster 1256,8,unique
1257,Cluster 1257,1,unique
1258,Cluster 1258,1,unique
1259,Cluster 1259,10,unique
1260,Cluster 1260,1,unique
1261,Cluster 1261,2,unique
1262,Cluster 1262,1,unique
1263,Cluster 1263,1,unique
1264,Cluster 1264,9,unique
1265,Cluster 1265,1,unique
1266,Cluster 1266,5,unique
1267,Cluster 1267,2,unique
1268,Cluster 1268,1,unique
1269,Cluster 1269,1320,core
1270,Cluster 1270,541,accessory
1271,Cluster 1271,2,unique
1272,Cluster 1272,894,accessory
1273,Cluster 1273,4,unique
1274,Cluster 1274,1,unique
1275,Cluster 1275,1,unique
1276,Cluster 1276,68,unique
1277,Cluster 1277,2,unique
1278,Cluster 1278,106,accessory
1279,Cluster 1279,2,unique
1280,Cluster 1280,1,unique
1281,Cluster 1281,2,unique
1282,Cluster 1282,2,unique
1283,Cluster 1283,3,unique
1284,Cluster 1284,330,accessory
1285,Cluster 1285,8,unique
1286,Cluster 1286,4,unique
1287,Cluster 1287,2,unique
1288,Cluster 1288,1,unique
1289,Cluster 1289,96,unique
1290,Cluster 1290,1,unique
1291,Cluster 1291,4,unique
1292,Cluster 1292,252,accessory
1293,Cluster 1293,2,unique
1294,Cluster 1294,1135,accessory
1295,Cluster 1295,817,accessory
1296,Cluster 1296,1,unique
1297,Cluster 1297,1,unique
1298,Cluster 1298,620,accessory
1299,Cluster 1299,1,unique
1300,Cluster 1300,1319,core
1301,Cluster 1301,11,unique
1302,Cluster 1302,3,unique
1303,Cluster 1303,1327,core
1304,Cluster 1304,1,unique
1305,Cluster 1305,2,unique
1306,Cluster 1306,390,accessory
1307,Cluster 1307,374,accessory
1308,Cluster 1308,10,unique
1309,Cluster 1309,6,unique
1310,Cluster 1310,2,unique
1311,Cluster 1311,317,accessory
1312,Cluster 1312,2,unique
1313,Cluster 1313,2,unique
1314,Cluster 1314,1326,core
1315,Cluster 1315,2,unique
1316,Cluster 1316,4,unique
1317,Cluster 1317,52,unique
1318,Cluster 1318,21,unique
1319,Cluster 1319,2,unique
1320,Cluster 1320,19,unique
1321,Cluster 1321,2,unique
1322,Cluster 1322,104,accessory
1323,Cluster 1323,2,unique
1324,Cluster 1324,6,unique
1325,Cluster 1325,1,unique
1326,Cluster 1326,1,unique
1327,Cluster 1327,1,unique
1328,Cluster 1328,205,accessory
1329,Cluster 1329,1,unique
1330,Cluster 1330,1,unique
1331,Cluster 1331,1324,core
1332,Cluster 1332,2,unique
1333,Cluster 1333,590,accessory
1334,Cluster 1334,1,unique
1335,Cluster 1335,11,unique
1336,Cluster 1336,1,unique
1337,Cluster 1337,1,unique
1338,Cluster 1338,2,unique
1339,Cluster 1339,7,unique
1340,Cluster 1340,1319,core
1341,Cluster 1341,16,unique
1342,Cluster 1342,1322,core
1343,Cluster 1343,2,unique
1344,Cluster 1344,1,unique
1345,Cluster 1345,1,unique
1346,Cluster 1346,1,unique
1347,Cluster 1347,1325,core
1348,Cluster 1348,1327,core
1349,Cluster 1349,1312,core
1350,Cluster 1350,9,unique
1351,Cluster 1351,365,accessory
1352,Cluster 1352,8,unique
1353,Cluster 1353,1,unique
1354,Cluster 1354,8,unique
1355,Cluster 1355,2,unique
1356,Cluster 1356,1,unique
1357,Cluster 1357,1,unique
1358,Cluster 1358,1275,accessory
1359,Cluster 1359,13,unique
1360,Cluster 1360,1,unique
1361,Cluster 1361,98,unique
1362,Cluster 1362,3,unique
1363,Cluster 1363,1,unique
1364,Cluster 1364,2,unique
1365,Cluster 1365,2,unique
1366,Cluster 1366,2,unique
1367,Cluster 1367,83,unique
1368,Cluster 1368,1236,accessory
1369,Cluster 1369,7,unique
1370,Cluster 1370,5,unique
1371,Cluster 1371,2,unique
1372,Cluster 1372,1,unique
1373,Cluster 1373,1,unique
1374,Cluster 1374,2,unique
1375,Cluster 1375,4,unique
1376,Cluster 1376,390,accessory
1377,Cluster 1377,2,unique
1378,Cluster 1378,2,unique
1379,Cluster 1379,21,unique
1380,Cluster 1380,6,unique
1381,Cluster 1381,2,unique
1382,Cluster 1382,13,unique
1383,Cluster 1383,4,unique
1384,Cluster 1384,1,unique
1385,Cluster 1385,8,unique
1386,Cluster 1386,3,unique
1387,Cluster 1387,8,unique
1388,Cluster 1388,6,unique
1389,Cluster 1389,3,unique
1390,Cluster 1390,1,unique
1391,Cluster 1391,29,unique
1392,Cluster 1392,1,unique
1393,Cluster 1393,1,unique
1394,Cluster 1394,60,unique
1395,Cluster 1395,1324,core
1396,Cluster 1396,1,unique
1397,Cluster 1397,2,unique
1398,Cluster 1398,1321,core
1399,Cluster 1399,5,unique
1400,Cluster 1400,1,unique
1401,Cluster 1401,1,unique
1402,Cluster 1402,193,accessory
1403,Cluster 1403,1,unique
1404,Cluster 1404,48,unique
1405,Cluster 1405,3,unique
1406,Cluster 1406,1183,accessory
1407,Cluster 1407,7,unique
1408,Cluster 1408,1,unique
1409,Cluster 1409,1,unique
1410,Cluster 1410,895,accessory
1411,Cluster 1411,1,unique
1412,Cluster 1412,3,unique
1413,Cluster 1413,1,unique
1414,Cluster 1414,5,unique
1415,Cluster 1415,1310,core
1416,Cluster 1416,1,unique
1417,Cluster 1417,4,unique
1418,Cluster 1418,1,unique
1419,Cluster 1419,1210,accessory
1420,Cluster 1420,115,accessory
1421,Cluster 1421,1,unique
1422,Cluster 1422,3,unique
1423,Cluster 1423,71,unique
1424,Cluster 1424,4,unique
1425,Cluster 1425,15,unique
1426,Cluster 1426,157,accessory
1427,Cluster 1427,33,unique
1428,Cluster 1428,1326,core
1429,Cluster 1429,14,unique
1430,Cluster 1430,1,unique
1431,Cluster 1431,1254,accessory
1432,Cluster 1432,1,unique
1433,Cluster 1433,1,unique
1434,Cluster 1434,1326,core
1435,Cluster 1435,3,unique
1436,Cluster 1436,1,unique
1437,Cluster 1437,2,unique
1438,Cluster 1438,1,unique
1439,Cluster 1439,10,unique
1440,Cluster 1440,48,unique
1441,Cluster 1441,106,accessory
1442,Cluster 1442,418,accessory
1443,Cluster 1443,2,unique
1444,Cluster 1444,5,unique
1445,Cluster 1445,24,unique
1446,Cluster 1446,1,unique
1447,Cluster 1447,1321,core
1448,Cluster 1448,2,unique
1449,Cluster 1449,114,accessory
1450,Cluster 1450,4,unique
1451,Cluster 1451,4,unique
1452,Cluster 1452,7,unique
1453,Cluster 1453,2,unique
1454,Cluster 1454,1,unique
1455,Cluster 1455,8,unique
1456,Cluster 1456,1,unique
1457,Cluster 1457,210,accessory
1458,Cluster 1458,2,unique
1459,Cluster 1459,23,unique
1460,Cluster 1460,13,unique
1461,Cluster 1461,5,unique
1462,Cluster 1462,2,unique
1463,Cluster 1463,32,unique
1464,Cluster 1464,2,unique
1465,Cluster 1465,3,unique
1466,Cluster 1466,1322,core
1467,Cluster 1467,16,unique
1468,Cluster 1468,1,unique
1469,Cluster 1469,53,unique
1470,Cluster 1470,23,unique
1471,Cluster 1471,4,unique
1472,Cluster 1472,4,unique
1473,Cluster 1473,23,unique
1474,Cluster 1474,5,unique
1475,Cluster 1475,1186,accessory
1476,Cluster 1476,33,unique
1477,Cluster 1477,425,accessory
1478,Cluster 1478,57,unique
1479,Cluster 1479,6,unique
1480,Cluster 1480,1,unique
1481,Cluster 1481,1243,accessory
1482,Cluster 1482,2,unique
1483,Cluster 1483,1,unique
1484,Cluster 1484,21,unique
1485,Cluster 1485,1214,accessory
1486,Cluster 1486,15,unique
1487,Cluster 1487,10,unique
1488,Cluster 1488,1320,core
1489,Cluster 1489,3,unique
1490,Cluster 1490,1,unique
1491,Cluster 1491,3,unique
1492,Cluster 1492,4,unique
1493,Cluster 1493,1,unique
1494,Cluster 1494,10,unique
1495,Cluster 1495,2,unique
1496,Cluster 1496,1312,core
1497,Cluster 1497,4,unique
1498,Cluster 1498,7,unique
1499,Cluster 1499,1308,core
1500,Cluster 1500,4,unique
1501,Cluster 1501,2,unique
1502,Cluster 1502,3,unique
1503,Cluster 1503,2,unique
1504,Cluster 1504,1246,accessory
1505,Cluster 1505,1,unique
1506,Cluster 1506,1,unique
1507,Cluster 1507,4,unique
1508,Cluster 1508,1,unique
1509,Cluster 1509,1,unique
1510,Cluster 1510,3,unique
1511,Cluster 1511,1325,core
1512,Cluster 1512,8,unique
1513,Cluster 1513,2,unique
1514,Cluster 1514,4,unique
1515,Cluster 1515,2,unique
1516,Cluster 1516,261,accessory
1517,Cluster 1517,1,unique
1518,Cluster 1518,669,accessory
1519,Cluster 1519,108,accessory
1520,Cluster 1520,152,accessory
1521,Cluster 1521,2,unique
1522,Cluster 1522,2,unique
1523,Cluster 1523,1077,accessory
1524,Cluster 1524,4,unique
1525,Cluster 1525,4,unique
1526,Cluster 1526,1318,core
1527,Cluster 1527,1326,core
1528,Cluster 1528,1,unique
1529,Cluster 1529,1069,accessory
1530,Cluster 1530,426,accessory
1531,Cluster 1531,1317,core
1532,Cluster 1532,8,unique
1533,Cluster 1533,2,unique
1534,Cluster 1534,1,unique
1535,Cluster 1535,2,unique
1536,Cluster 1536,1,unique
1537,Cluster 1537,12,unique
1538,Cluster 1538,1,unique
1539,Cluster 1539,1,unique
1540,Cluster 1540,1318,core
1541,Cluster 1541,1295,accessory
1542,Cluster 1542,1,unique
1543,Cluster 1543,4,unique
1544,Cluster 1544,181,accessory
1545,Cluster 1545,1,unique
1546,Cluster 1546,1,unique
1547,Cluster 1547,8,unique
1548,Cluster 1548,2,unique
1549,Cluster 1549,2,unique
1550,Cluster 1550,2,unique
1551,Cluster 1551,1326,core
1552,Cluster 1552,1,unique
1553,Cluster 1553,1,unique
1554,Cluster 1554,14,unique
1555,Cluster 1555,5,unique
1556,Cluster 1556,7,unique
1557,Cluster 1557,4,unique
1558,Cluster 1558,3,unique
1559,Cluster 1559,396,accessory
1560,Cluster 1560,1313,core
1561,Cluster 1561,39,unique
1562,Cluster 1562,1,unique
1563,Cluster 1563,4,unique
1564,Cluster 1564,1327,core
1565,Cluster 1565,8,unique
1566,Cluster 1566,2,unique
1567,Cluster 1567,1,unique
1568,Cluster 1568,1305,core
1569,Cluster 1569,6,unique
1570,Cluster 1570,1313,core
1571,Cluster 1571,1,unique
1572,Cluster 1572,228,accessory
1573,Cluster 1573,1324,core
1574,Cluster 1574,1,unique
1575,Cluster 1575,168,accessory
1576,Cluster 1576,2,unique
1577,Cluster 1577,2,unique
1578,Cluster 1578,9,unique
1579,Cluster 1579,1326,core
1580,Cluster 1580,1,unique
1581,Cluster 1581,119,accessory
1582,Cluster 1582,28,unique
1583,Cluster 1583,2,unique
1584,Cluster 1584,1,unique
1585,Cluster 1585,3,unique
1586,Cluster 1586,58,unique
1587,Cluster 1587,4,unique
1588,Cluster 1588,539,accessory
1589,Cluster 1589,4,unique
1590,Cluster 1590,1,unique
1591,Cluster 1591,3,unique
1592,Cluster 1592,1294,accessory
1593,Cluster 1593,7,unique
1594,Cluster 1594,16,unique
1595,Cluster 1595,4,unique
1596,Cluster 1596,1,unique
1597,Cluster 1597,2,unique
1598,Cluster 1598,180,accessory
1599,Cluster 1599,2,unique
1600,Cluster 1600,7,unique
1601,Cluster 1601,1,unique
1602,Cluster 1602,4,unique
1603,Cluster 1603,1,unique
1604,Cluster 1604,4,unique
1605,Cluster 1605,1298,accessory
1606,Cluster 1606,1,unique
1607,Cluster 1607,91,unique
1608,Cluster 1608,1315,core
1609,Cluster 1609,6,unique
1610,Cluster 1610,2,unique
1611,Cluster 1611,1,unique
1612,Cluster 1612,1,unique
1613,Cluster 1613,3,unique
1614,Cluster 1614,1,unique
1615,Cluster 1615,19,unique
1616,Cluster 1616,1,unique
1617,Cluster 1617,5,unique
1618,Cluster 1618,2,unique
1619,Cluster 1619,19,unique
1620,Cluster 1620,5,unique
1621,Cluster 1621,15,unique
1622,Cluster 1622,1,unique
1623,Cluster 1623,1,unique
1624,Cluster 1624,1297,accessory
1625,Cluster 1625,899,accessory
1626,Cluster 1626,99,unique
1627,Cluster 1627,1,unique
1628,Cluster 1628,1325,core
1629,Cluster 1629,25,unique
1630,Cluster 1630,1,unique
1631,Cluster 1631,2,unique
1632,Cluster 1632,1318,core
1633,Cluster 1633,1,unique
1634,Cluster 1634,6,unique
1635,Cluster 1635,2,unique
1636,Cluster 1636,3,unique
1637,Cluster 1637,13,unique
1638,Cluster 1638,2,unique
1639,Cluster 1639,2,unique
1640,Cluster 1640,12,unique
1641,Cluster 1641,9,unique
1642,Cluster 1642,1,unique
1643,Cluster 1643,1007,accessory
1644,Cluster 1644,1,unique
1645,Cluster 1645,8,unique
1646,Cluster 1646,7,unique
1647,Cluster 1647,1,unique
1648,Cluster 1648,1,unique
1649,Cluster 1649,16,unique
1650,Cluster 1650,16,unique
1651,Cluster 1651,1,unique
1652,Cluster 1652,16,unique
1653,Cluster 1653,15,unique
1654,Cluster 1654,1258,accessory
1655,Cluster 1655,4,unique
1656,Cluster 1656,2,unique
1657,Cluster 1657,1326,core
1658,Cluster 1658,1,unique
1659,Cluster 1659,14,unique
1660,Cluster 1660,1,unique
1661,Cluster 1661,1315,core
1662,Cluster 1662,1,unique
1663,Cluster 1663,4,unique
1664,Cluster 1664,2,unique
1665,Cluster 1665,2,unique
1666,Cluster 1666,1323,core
1667,Cluster 1667,2,unique
1668,Cluster 1668,3,unique
1669,Cluster 1669,1,unique
1670,Cluster 1670,1327,core
1671,Cluster 1671,3,unique
1672,Cluster 1672,2,unique
1673,Cluster 1673,4,unique
1674,Cluster 1674,10,unique
1675,Cluster 1675,16,unique
1676,Cluster 1676,124,accessory
1677,Cluster 1677,4,unique
1678,Cluster 1678,1,unique
1679,Cluster 1679,1,unique
1680,Cluster 1680,10,unique
1681,Cluster 1681,1,unique
1682,Cluster 1682,1,unique
1683,Cluster 1683,1,unique
1684,Cluster 1684,72,unique
1685,Cluster 1685,1,unique
1686,Cluster 1686,6,unique
1687,Cluster 1687,1,unique
1688,Cluster 1688,1319,core
1689,Cluster 1689,4,unique
1690,Cluster 1690,6,unique
1691,Cluster 1691,2,unique
1692,Cluster 1692,1325,core
1693,Cluster 1693,82,unique
1694,Cluster 1694,1,unique
1695,Cluster 1695,2,unique
1696,Cluster 1696,32,unique
1697,Cluster 1697,1,unique
