, ,Number of genomes,gene_class
17181,Cluster 17181,22,unique
17182,Cluster 17182,2,unique
17183,Cluster 17183,1962,core
17184,Cluster 17184,11,unique
17185,Cluster 17185,3,unique
17186,Cluster 17186,1,unique
17187,Cluster 17187,3,unique
17188,Cluster 17188,3,unique
17189,Cluster 17189,1,unique
17190,Cluster 17190,1,unique
17191,Cluster 17191,1,unique
17192,Cluster 17192,3,unique
17193,Cluster 17193,1966,core
17194,Cluster 17194,111,unique
17195,Cluster 17195,127,unique
17196,Cluster 17196,1,unique
17197,Cluster 17197,43,unique
17198,Cluster 17198,7,unique
17199,Cluster 17199,48,unique
17200,Cluster 17200,8,unique
17201,Cluster 17201,6,unique
17202,Cluster 17202,65,unique
17203,Cluster 17203,5,unique
17204,Cluster 17204,15,unique
17205,Cluster 17205,20,unique
17206,Cluster 17206,11,unique
17207,Cluster 17207,13,unique
17208,Cluster 17208,1,unique
17209,Cluster 17209,3,unique
17210,Cluster 17210,1,unique
17211,Cluster 17211,53,unique
17212,Cluster 17212,15,unique
17213,Cluster 17213,6,unique
17214,Cluster 17214,1,unique
17215,Cluster 17215,1,unique
17216,Cluster 17216,826,accessory
17217,Cluster 17217,1,unique
17218,Cluster 17218,1,unique
17219,Cluster 17219,2,unique
17220,Cluster 17220,419,accessory
17221,Cluster 17221,1,unique
17222,Cluster 17222,7,unique
17223,Cluster 17223,2,unique
17224,Cluster 17224,1,unique
17225,Cluster 17225,121,unique
17226,Cluster 17226,1,unique
17227,Cluster 17227,1,unique
17228,Cluster 17228,5,unique
17229,Cluster 17229,2,unique
17230,Cluster 17230,2,unique
17231,Cluster 17231,1,unique
17232,Cluster 17232,2,unique
17233,Cluster 17233,1,unique
17234,Cluster 17234,2,unique
17235,Cluster 17235,2,unique
17236,Cluster 17236,1,unique
17237,Cluster 17237,1,unique
17238,Cluster 17238,109,unique
17239,Cluster 17239,210,accessory
17240,Cluster 17240,291,accessory
17241,Cluster 17241,1,unique
17242,Cluster 17242,7,unique
17243,Cluster 17243,2,unique
17244,Cluster 17244,1,unique
17245,Cluster 17245,1,unique
17246,Cluster 17246,2,unique
17247,Cluster 17247,2,unique
17248,Cluster 17248,1,unique
17249,Cluster 17249,1,unique
17250,Cluster 17250,1,unique
17251,Cluster 17251,1,unique
17252,Cluster 17252,3,unique
17253,Cluster 17253,1,unique
17254,Cluster 17254,1,unique
17255,Cluster 17255,43,unique
17256,Cluster 17256,5,unique
17257,Cluster 17257,1,unique
17258,Cluster 17258,1,unique
17259,Cluster 17259,1970,core
17260,Cluster 17260,10,unique
17261,Cluster 17261,2,unique
17262,Cluster 17262,1591,accessory
17263,Cluster 17263,1289,accessory
17264,Cluster 17264,1965,core
17265,Cluster 17265,1216,accessory
17266,Cluster 17266,1968,core
17267,Cluster 17267,1967,core
17268,Cluster 17268,1961,core
17269,Cluster 17269,685,accessory
17270,Cluster 17270,3,unique
17271,Cluster 17271,3,unique
17272,Cluster 17272,2,unique
17273,Cluster 17273,2,unique
17274,Cluster 17274,3,unique
17275,Cluster 17275,2,unique
17276,Cluster 17276,3,unique
17277,Cluster 17277,23,unique
17278,Cluster 17278,8,unique
17279,Cluster 17279,30,unique
17280,Cluster 17280,8,unique
17281,Cluster 17281,635,accessory
17282,Cluster 17282,1930,accessory
17283,Cluster 17283,8,unique
17284,Cluster 17284,1921,accessory
17285,Cluster 17285,752,accessory
17286,Cluster 17286,394,accessory
17287,Cluster 17287,73,unique
17288,Cluster 17288,14,unique
17289,Cluster 17289,20,unique
17290,Cluster 17290,9,unique
17291,Cluster 17291,15,unique
17292,Cluster 17292,103,unique
17293,Cluster 17293,14,unique
17294,Cluster 17294,41,unique
17295,Cluster 17295,11,unique
17296,Cluster 17296,63,unique
17297,Cluster 17297,4,unique
17298,Cluster 17298,10,unique
17299,Cluster 17299,8,unique
17300,Cluster 17300,2,unique
17301,Cluster 17301,1963,core
17302,Cluster 17302,15,unique
17303,Cluster 17303,1,unique
17304,Cluster 17304,6,unique
17305,Cluster 17305,14,unique
17306,Cluster 17306,11,unique
17307,Cluster 17307,44,unique
17308,Cluster 17308,1,unique
17309,Cluster 17309,2,unique
17310,Cluster 17310,1,unique
17311,Cluster 17311,1,unique
17312,Cluster 17312,1,unique
17313,Cluster 17313,1,unique
17314,Cluster 17314,9,unique
17315,Cluster 17315,1969,core
17316,Cluster 17316,1,unique
17317,Cluster 17317,1969,core
17318,Cluster 17318,2,unique
17319,Cluster 17319,1,unique
17320,Cluster 17320,3,unique
17321,Cluster 17321,1,unique
17322,Cluster 17322,1,unique
17323,Cluster 17323,1,unique
17324,Cluster 17324,3,unique
17325,Cluster 17325,2,unique
17326,Cluster 17326,1,unique
17327,Cluster 17327,2,unique
17328,Cluster 17328,1,unique
17329,Cluster 17329,5,unique
17330,Cluster 17330,1,unique
17331,Cluster 17331,45,unique
17332,Cluster 17332,1,unique
17333,Cluster 17333,20,unique
17334,Cluster 17334,1,unique
17335,Cluster 17335,1,unique
17336,Cluster 17336,1,unique
17337,Cluster 17337,11,unique
17338,Cluster 17338,1967,core
17339,Cluster 17339,4,unique
17340,Cluster 17340,1,unique
17341,Cluster 17341,18,unique
17342,Cluster 17342,3,unique
17343,Cluster 17343,5,unique
17344,Cluster 17344,1,unique
17345,Cluster 17345,1,unique
17346,Cluster 17346,1,unique
17347,Cluster 17347,2,unique
17348,Cluster 17348,1,unique
17349,Cluster 17349,1,unique
17350,Cluster 17350,1,unique
17351,Cluster 17351,1970,core
17352,Cluster 17352,1,unique
17353,Cluster 17353,3,unique
17354,Cluster 17354,4,unique
17355,Cluster 17355,4,unique
17356,Cluster 17356,10,unique
17357,Cluster 17357,1,unique
17358,Cluster 17358,1,unique
17359,Cluster 17359,1,unique
17360,Cluster 17360,1,unique
17361,Cluster 17361,1,unique
17362,Cluster 17362,7,unique
17363,Cluster 17363,1386,accessory
17364,Cluster 17364,1970,core
17365,Cluster 17365,1214,accessory
17366,Cluster 17366,1970,core
17367,Cluster 17367,488,accessory
17368,Cluster 17368,412,accessory
17369,Cluster 17369,772,accessory
17370,Cluster 17370,3,unique
17371,Cluster 17371,1,unique
17372,Cluster 17372,1,unique
17373,Cluster 17373,2,unique
17374,Cluster 17374,1604,accessory
17375,Cluster 17375,3,unique
17376,Cluster 17376,2,unique
17377,Cluster 17377,1,unique
17378,Cluster 17378,5,unique
17379,Cluster 17379,4,unique
17380,Cluster 17380,17,unique
17381,Cluster 17381,58,unique
17382,Cluster 17382,24,unique
17383,Cluster 17383,315,accessory
17384,Cluster 17384,282,accessory
17385,Cluster 17385,3,unique
17386,Cluster 17386,39,unique
17387,Cluster 17387,2,unique
17388,Cluster 17388,8,unique
17389,Cluster 17389,4,unique
17390,Cluster 17390,4,unique
17391,Cluster 17391,17,unique
17392,Cluster 17392,77,unique
17393,Cluster 17393,10,unique
17394,Cluster 17394,5,unique
17395,Cluster 17395,26,unique
17396,Cluster 17396,13,unique
17397,Cluster 17397,3,unique
17398,Cluster 17398,1963,core
17399,Cluster 17399,3,unique
17400,Cluster 17400,682,accessory
17401,Cluster 17401,16,unique
17402,Cluster 17402,1,unique
17403,Cluster 17403,2,unique
17404,Cluster 17404,2,unique
17405,Cluster 17405,39,unique
17406,Cluster 17406,16,unique
17407,Cluster 17407,3,unique
17408,Cluster 17408,1,unique
17409,Cluster 17409,1,unique
17410,Cluster 17410,1,unique
17411,Cluster 17411,21,unique
17412,Cluster 17412,5,unique
17413,Cluster 17413,1,unique
17414,Cluster 17414,2,unique
17415,Cluster 17415,4,unique
17416,Cluster 17416,2,unique
17417,Cluster 17417,1,unique
17418,Cluster 17418,1,unique
17419,Cluster 17419,17,unique
17420,Cluster 17420,15,unique
17421,Cluster 17421,4,unique
17422,Cluster 17422,1,unique
17423,Cluster 17423,1,unique
17424,Cluster 17424,1,unique
17425,Cluster 17425,1,unique
17426,Cluster 17426,3,unique
17427,Cluster 17427,1,unique
17428,Cluster 17428,10,unique
17429,Cluster 17429,1,unique
17430,Cluster 17430,1,unique
17431,Cluster 17431,4,unique
17432,Cluster 17432,5,unique
17433,Cluster 17433,2,unique
17434,Cluster 17434,45,unique
17435,Cluster 17435,2,unique
17436,Cluster 17436,1,unique
17437,Cluster 17437,1,unique
17438,Cluster 17438,1,unique
17439,Cluster 17439,3,unique
17440,Cluster 17440,1966,core
17441,Cluster 17441,1,unique
17442,Cluster 17442,2,unique
17443,Cluster 17443,1,unique
17444,Cluster 17444,324,accessory
17445,Cluster 17445,1,unique
17446,Cluster 17446,1,unique
17447,Cluster 17447,8,unique
17448,Cluster 17448,1,unique
17449,Cluster 17449,1,unique
17450,Cluster 17450,1,unique
17451,Cluster 17451,1,unique
17452,Cluster 17452,1,unique
17453,Cluster 17453,1,unique
17454,Cluster 17454,1,unique
17455,Cluster 17455,16,unique
17456,Cluster 17456,6,unique
17457,Cluster 17457,1970,core
17458,Cluster 17458,1,unique
17459,Cluster 17459,1,unique
17460,Cluster 17460,1,unique
17461,Cluster 17461,5,unique
17462,Cluster 17462,4,unique
17463,Cluster 17463,3,unique
17464,Cluster 17464,4,unique
17465,Cluster 17465,1970,core
17466,Cluster 17466,1964,core
17467,Cluster 17467,1968,core
17468,Cluster 17468,1969,core
17469,Cluster 17469,1970,core
17470,Cluster 17470,297,accessory
17471,Cluster 17471,1155,accessory
17472,Cluster 17472,420,accessory
17473,Cluster 17473,5,unique
17474,Cluster 17474,1968,core
17475,Cluster 17475,1970,core
17476,Cluster 17476,2,unique
17477,Cluster 17477,3,unique
17478,Cluster 17478,1,unique
17479,Cluster 17479,454,accessory
17480,Cluster 17480,16,unique
17481,Cluster 17481,78,unique
17482,Cluster 17482,167,unique
17483,Cluster 17483,1,unique
17484,Cluster 17484,6,unique
17485,Cluster 17485,3,unique
17486,Cluster 17486,2,unique
17487,Cluster 17487,47,unique
17488,Cluster 17488,293,accessory
17489,Cluster 17489,5,unique
17490,Cluster 17490,3,unique
17491,Cluster 17491,368,accessory
17492,Cluster 17492,5,unique
17493,Cluster 17493,2,unique
17494,Cluster 17494,65,unique
17495,Cluster 17495,1,unique
17496,Cluster 17496,6,unique
17497,Cluster 17497,2,unique
17498,Cluster 17498,10,unique
17499,Cluster 17499,7,unique
17500,Cluster 17500,1,unique
17501,Cluster 17501,1,unique
17502,Cluster 17502,3,unique
17503,Cluster 17503,8,unique
17504,Cluster 17504,1889,accessory
17505,Cluster 17505,1,unique
17506,Cluster 17506,1,unique
17507,Cluster 17507,157,unique
17508,Cluster 17508,6,unique
17509,Cluster 17509,1,unique
17510,Cluster 17510,8,unique
17511,Cluster 17511,5,unique
17512,Cluster 17512,1,unique
17513,Cluster 17513,3,unique
17514,Cluster 17514,1,unique
17515,Cluster 17515,11,unique
17516,Cluster 17516,1,unique
17517,Cluster 17517,7,unique
17518,Cluster 17518,1,unique
17519,Cluster 17519,9,unique
17520,Cluster 17520,4,unique
17521,Cluster 17521,1,unique
17522,Cluster 17522,1,unique
17523,Cluster 17523,3,unique
17524,Cluster 17524,1,unique
17525,Cluster 17525,27,unique
17526,Cluster 17526,2,unique
17527,Cluster 17527,1,unique
17528,Cluster 17528,4,unique
17529,Cluster 17529,1,unique
17530,Cluster 17530,1,unique
17531,Cluster 17531,2,unique
17532,Cluster 17532,5,unique
17533,Cluster 17533,1,unique
17534,Cluster 17534,11,unique
17535,Cluster 17535,2,unique
17536,Cluster 17536,4,unique
17537,Cluster 17537,19,unique
17538,Cluster 17538,1,unique
17539,Cluster 17539,1,unique
17540,Cluster 17540,3,unique
17541,Cluster 17541,8,unique
17542,Cluster 17542,1,unique
17543,Cluster 17543,1,unique
17544,Cluster 17544,1,unique
17545,Cluster 17545,1,unique
17546,Cluster 17546,1,unique
17547,Cluster 17547,1961,core
17548,Cluster 17548,1,unique
17549,Cluster 17549,1,unique
17550,Cluster 17550,1,unique
17551,Cluster 17551,1,unique
17552,Cluster 17552,1,unique
17553,Cluster 17553,8,unique
17554,Cluster 17554,4,unique
17555,Cluster 17555,2,unique
17556,Cluster 17556,1,unique
17557,Cluster 17557,2,unique
17558,Cluster 17558,1,unique
17559,Cluster 17559,9,unique
17560,Cluster 17560,1,unique
17561,Cluster 17561,1,unique
17562,Cluster 17562,1970,core
17563,Cluster 17563,1181,accessory
17564,Cluster 17564,1970,core
17565,Cluster 17565,1381,accessory
17566,Cluster 17566,95,unique
17567,Cluster 17567,7,unique
17568,Cluster 17568,3,unique
17569,Cluster 17569,3,unique
17570,Cluster 17570,2,unique
17571,Cluster 17571,3,unique
17572,Cluster 17572,1969,core
17573,Cluster 17573,1,unique
17574,Cluster 17574,8,unique
17575,Cluster 17575,480,accessory
17576,Cluster 17576,119,unique
17577,Cluster 17577,212,accessory
17578,Cluster 17578,87,unique
17579,Cluster 17579,8,unique
17580,Cluster 17580,1966,core
17581,Cluster 17581,11,unique
17582,Cluster 17582,4,unique
17583,Cluster 17583,15,unique
17584,Cluster 17584,4,unique
17585,Cluster 17585,4,unique
17586,Cluster 17586,12,unique
17587,Cluster 17587,2,unique
17588,Cluster 17588,2,unique
17589,Cluster 17589,7,unique
17590,Cluster 17590,6,unique
17591,Cluster 17591,145,unique
17592,Cluster 17592,9,unique
17593,Cluster 17593,3,unique
17594,Cluster 17594,2,unique
17595,Cluster 17595,5,unique
17596,Cluster 17596,1963,core
17597,Cluster 17597,6,unique
17598,Cluster 17598,1,unique
17599,Cluster 17599,4,unique
17600,Cluster 17600,28,unique
17601,Cluster 17601,1,unique
17602,Cluster 17602,3,unique
17603,Cluster 17603,1,unique
17604,Cluster 17604,1,unique
17605,Cluster 17605,2,unique
17606,Cluster 17606,1686,accessory
17607,Cluster 17607,16,unique
17608,Cluster 17608,3,unique
17609,Cluster 17609,1,unique
17610,Cluster 17610,1,unique
17611,Cluster 17611,5,unique
17612,Cluster 17612,49,unique
17613,Cluster 17613,11,unique
17614,Cluster 17614,2,unique
17615,Cluster 17615,1962,core
17616,Cluster 17616,1116,accessory
17617,Cluster 17617,3,unique
17618,Cluster 17618,1,unique
17619,Cluster 17619,4,unique
17620,Cluster 17620,6,unique
17621,Cluster 17621,5,unique
17622,Cluster 17622,1,unique
17623,Cluster 17623,1079,accessory
17624,Cluster 17624,81,unique
17625,Cluster 17625,1,unique
17626,Cluster 17626,1,unique
17627,Cluster 17627,1,unique
17628,Cluster 17628,1,unique
17629,Cluster 17629,1,unique
17630,Cluster 17630,3,unique
17631,Cluster 17631,5,unique
17632,Cluster 17632,2,unique
17633,Cluster 17633,21,unique
17634,Cluster 17634,1,unique
17635,Cluster 17635,1,unique
17636,Cluster 17636,3,unique
17637,Cluster 17637,1,unique
17638,Cluster 17638,1969,core
17639,Cluster 17639,1,unique
17640,Cluster 17640,1962,core
17641,Cluster 17641,1,unique
17642,Cluster 17642,1,unique
17643,Cluster 17643,1969,core
17644,Cluster 17644,1,unique
17645,Cluster 17645,1,unique
17646,Cluster 17646,2,unique
17647,Cluster 17647,2,unique
17648,Cluster 17648,9,unique
17649,Cluster 17649,7,unique
17650,Cluster 17650,6,unique
17651,Cluster 17651,1,unique
17652,Cluster 17652,7,unique
17653,Cluster 17653,1970,core
17654,Cluster 17654,72,unique
17655,Cluster 17655,1969,core
17656,Cluster 17656,1969,core
17657,Cluster 17657,1961,core
17658,Cluster 17658,3,unique
17659,Cluster 17659,2,unique
17660,Cluster 17660,2,unique
17661,Cluster 17661,3,unique
17662,Cluster 17662,2,unique
17663,Cluster 17663,2,unique
17664,Cluster 17664,3,unique
17665,Cluster 17665,11,unique
17666,Cluster 17666,3,unique
17667,Cluster 17667,175,accessory
17668,Cluster 17668,1,unique
17669,Cluster 17669,11,unique
17670,Cluster 17670,332,accessory
17671,Cluster 17671,8,unique
17672,Cluster 17672,1,unique
17673,Cluster 17673,34,unique
17674,Cluster 17674,799,accessory
17675,Cluster 17675,14,unique
17676,Cluster 17676,914,accessory
17677,Cluster 17677,3,unique
17678,Cluster 17678,1,unique
17679,Cluster 17679,4,unique
17680,Cluster 17680,18,unique
17681,Cluster 17681,39,unique
17682,Cluster 17682,12,unique
17683,Cluster 17683,8,unique
17684,Cluster 17684,5,unique
17685,Cluster 17685,174,accessory
17686,Cluster 17686,9,unique
17687,Cluster 17687,9,unique
17688,Cluster 17688,1,unique
17689,Cluster 17689,4,unique
17690,Cluster 17690,7,unique
17691,Cluster 17691,1,unique
17692,Cluster 17692,3,unique
17693,Cluster 17693,7,unique
17694,Cluster 17694,40,unique
17695,Cluster 17695,12,unique
17696,Cluster 17696,2,unique
17697,Cluster 17697,8,unique
17698,Cluster 17698,1,unique
17699,Cluster 17699,15,unique
17700,Cluster 17700,6,unique
17701,Cluster 17701,1,unique
17702,Cluster 17702,476,accessory
17703,Cluster 17703,2,unique
17704,Cluster 17704,2,unique
17705,Cluster 17705,3,unique
17706,Cluster 17706,1,unique
17707,Cluster 17707,1952,core
17708,Cluster 17708,1,unique
17709,Cluster 17709,1,unique
17710,Cluster 17710,1,unique
17711,Cluster 17711,1968,core
17712,Cluster 17712,7,unique
17713,Cluster 17713,1,unique
17714,Cluster 17714,1,unique
17715,Cluster 17715,1,unique
17716,Cluster 17716,923,accessory
17717,Cluster 17717,1,unique
17718,Cluster 17718,1,unique
17719,Cluster 17719,2,unique
17720,Cluster 17720,1,unique
17721,Cluster 17721,3,unique
17722,Cluster 17722,2,unique
17723,Cluster 17723,1,unique
17724,Cluster 17724,2,unique
17725,Cluster 17725,1,unique
17726,Cluster 17726,1,unique
17727,Cluster 17727,1,unique
17728,Cluster 17728,2,unique
17729,Cluster 17729,3,unique
17730,Cluster 17730,27,unique
17731,Cluster 17731,1,unique
17732,Cluster 17732,1,unique
17733,Cluster 17733,1,unique
17734,Cluster 17734,1,unique
17735,Cluster 17735,1,unique
17736,Cluster 17736,1,unique
17737,Cluster 17737,1,unique
17738,Cluster 17738,1,unique
17739,Cluster 17739,48,unique
17740,Cluster 17740,45,unique
17741,Cluster 17741,1,unique
17742,Cluster 17742,1,unique
17743,Cluster 17743,43,unique
17744,Cluster 17744,34,unique
17745,Cluster 17745,1964,core
17746,Cluster 17746,1,unique
17747,Cluster 17747,1,unique
17748,Cluster 17748,3,unique
17749,Cluster 17749,26,unique
17750,Cluster 17750,1,unique
17751,Cluster 17751,1,unique
17752,Cluster 17752,5,unique
17753,Cluster 17753,2,unique
17754,Cluster 17754,11,unique
17755,Cluster 17755,1966,core
17756,Cluster 17756,1969,core
17757,Cluster 17757,1946,core
17758,Cluster 17758,1970,core
17759,Cluster 17759,56,unique
17760,Cluster 17760,2,unique
17761,Cluster 17761,23,unique
17762,Cluster 17762,2,unique
17763,Cluster 17763,3,unique
17764,Cluster 17764,2,unique
17765,Cluster 17765,2,unique
17766,Cluster 17766,2,unique
17767,Cluster 17767,3,unique
17768,Cluster 17768,1,unique
17769,Cluster 17769,1,unique
17770,Cluster 17770,1,unique
17771,Cluster 17771,3,unique
17772,Cluster 17772,76,unique
17773,Cluster 17773,26,unique
17774,Cluster 17774,6,unique
17775,Cluster 17775,1,unique
17776,Cluster 17776,21,unique
17777,Cluster 17777,66,unique
17778,Cluster 17778,3,unique
17779,Cluster 17779,9,unique
17780,Cluster 17780,94,unique
17781,Cluster 17781,33,unique
17782,Cluster 17782,5,unique
17783,Cluster 17783,1,unique
17784,Cluster 17784,12,unique
17785,Cluster 17785,34,unique
17786,Cluster 17786,125,unique
17787,Cluster 17787,1,unique
17788,Cluster 17788,16,unique
17789,Cluster 17789,1,unique
17790,Cluster 17790,11,unique
17791,Cluster 17791,1,unique
17792,Cluster 17792,19,unique
17793,Cluster 17793,4,unique
17794,Cluster 17794,1,unique
17795,Cluster 17795,2,unique
17796,Cluster 17796,5,unique
17797,Cluster 17797,1,unique
17798,Cluster 17798,2,unique
17799,Cluster 17799,1624,accessory
17800,Cluster 17800,1,unique
17801,Cluster 17801,6,unique
17802,Cluster 17802,4,unique
17803,Cluster 17803,1,unique
17804,Cluster 17804,2,unique
17805,Cluster 17805,2,unique
17806,Cluster 17806,1,unique
17807,Cluster 17807,1,unique
17808,Cluster 17808,5,unique
17809,Cluster 17809,9,unique
17810,Cluster 17810,20,unique
17811,Cluster 17811,4,unique
17812,Cluster 17812,3,unique
17813,Cluster 17813,2,unique
17814,Cluster 17814,1963,core
17815,Cluster 17815,1961,core
17816,Cluster 17816,1,unique
17817,Cluster 17817,1,unique
17818,Cluster 17818,7,unique
17819,Cluster 17819,1518,accessory
17820,Cluster 17820,3,unique
17821,Cluster 17821,1,unique
17822,Cluster 17822,8,unique
17823,Cluster 17823,1,unique
17824,Cluster 17824,3,unique
17825,Cluster 17825,3,unique
17826,Cluster 17826,75,unique
17827,Cluster 17827,2,unique
17828,Cluster 17828,146,unique
17829,Cluster 17829,1960,core
