, ,Number of genomes,gene_class
14344,Cluster 14344,1583,core
14345,Cluster 14345,1589,core
14346,Cluster 14346,44,unique
14347,Cluster 14347,1589,core
14348,Cluster 14348,2,unique
14349,Cluster 14349,2,unique
14350,Cluster 14350,1,unique
14351,Cluster 14351,2,unique
14352,Cluster 14352,2,unique
14353,Cluster 14353,3,unique
14354,Cluster 14354,1,unique
14355,Cluster 14355,2,unique
14356,Cluster 14356,45,unique
14357,Cluster 14357,181,accessory
14358,Cluster 14358,1,unique
14359,Cluster 14359,2,unique
14360,Cluster 14360,5,unique
14361,Cluster 14361,2,unique
14362,Cluster 14362,264,accessory
14363,Cluster 14363,11,unique
14364,Cluster 14364,2,unique
14365,Cluster 14365,1234,accessory
14366,Cluster 14366,1,unique
14367,Cluster 14367,144,accessory
14368,Cluster 14368,33,unique
14369,Cluster 14369,3,unique
14370,Cluster 14370,1,unique
14371,Cluster 14371,28,unique
14372,Cluster 14372,3,unique
14373,Cluster 14373,14,unique
14374,Cluster 14374,1,unique
14375,Cluster 14375,1,unique
14376,Cluster 14376,1,unique
14377,Cluster 14377,2,unique
14378,Cluster 14378,3,unique
14379,Cluster 14379,57,unique
14380,Cluster 14380,2,unique
14381,Cluster 14381,1,unique
14382,Cluster 14382,4,unique
14383,Cluster 14383,9,unique
14384,Cluster 14384,2,unique
14385,Cluster 14385,1,unique
14386,Cluster 14386,1,unique
14387,Cluster 14387,1,unique
14388,Cluster 14388,1,unique
14389,Cluster 14389,1,unique
14390,Cluster 14390,2,unique
14391,Cluster 14391,3,unique
14392,Cluster 14392,1,unique
14393,Cluster 14393,39,unique
14394,Cluster 14394,1,unique
14395,Cluster 14395,1,unique
14396,Cluster 14396,1,unique
14397,Cluster 14397,2,unique
14398,Cluster 14398,1,unique
14399,Cluster 14399,1,unique
14400,Cluster 14400,1,unique
14401,Cluster 14401,7,unique
14402,Cluster 14402,1,unique
14403,Cluster 14403,1,unique
14404,Cluster 14404,1,unique
14405,Cluster 14405,1,unique
14406,Cluster 14406,1,unique
14407,Cluster 14407,1,unique
14408,Cluster 14408,1,unique
14409,Cluster 14409,1,unique
14410,Cluster 14410,2,unique
14411,Cluster 14411,1,unique
14412,Cluster 14412,1,unique
14413,Cluster 14413,1,unique
14414,Cluster 14414,1,unique
14415,Cluster 14415,321,accessory
14416,Cluster 14416,1589,core
14417,Cluster 14417,1589,core
14418,Cluster 14418,1589,core
14419,Cluster 14419,1557,core
14420,Cluster 14420,625,accessory
14421,Cluster 14421,1585,core
14422,Cluster 14422,1589,core
14423,Cluster 14423,1589,core
14424,Cluster 14424,563,accessory
14425,Cluster 14425,109,accessory
14426,Cluster 14426,2,unique
14427,Cluster 14427,1368,accessory
14428,Cluster 14428,80,unique
14429,Cluster 14429,3,unique
14430,Cluster 14430,840,accessory
14431,Cluster 14431,1,unique
14432,Cluster 14432,4,unique
14433,Cluster 14433,1,unique
14434,Cluster 14434,1,unique
14435,Cluster 14435,93,unique
14436,Cluster 14436,1,unique
14437,Cluster 14437,1,unique
14438,Cluster 14438,1,unique
14439,Cluster 14439,1,unique
14440,Cluster 14440,10,unique
14441,Cluster 14441,1,unique
14442,Cluster 14442,1,unique
14443,Cluster 14443,1,unique
14444,Cluster 14444,1,unique
14445,Cluster 14445,1,unique
14446,Cluster 14446,2,unique
14447,Cluster 14447,2,unique
14448,Cluster 14448,6,unique
14449,Cluster 14449,16,unique
14450,Cluster 14450,1,unique
14451,Cluster 14451,1,unique
14452,Cluster 14452,14,unique
14453,Cluster 14453,1,unique
14454,Cluster 14454,1,unique
14455,Cluster 14455,13,unique
14456,Cluster 14456,1,unique
14457,Cluster 14457,1,unique
14458,Cluster 14458,1,unique
14459,Cluster 14459,2,unique
14460,Cluster 14460,34,unique
14461,Cluster 14461,1,unique
14462,Cluster 14462,3,unique
14463,Cluster 14463,7,unique
14464,Cluster 14464,2,unique
14465,Cluster 14465,1,unique
14466,Cluster 14466,1585,core
14467,Cluster 14467,1,unique
14468,Cluster 14468,10,unique
14469,Cluster 14469,1,unique
14470,Cluster 14470,1,unique
14471,Cluster 14471,1,unique
14472,Cluster 14472,1,unique
14473,Cluster 14473,1,unique
14474,Cluster 14474,2,unique
14475,Cluster 14475,1,unique
14476,Cluster 14476,2,unique
14477,Cluster 14477,1,unique
14478,Cluster 14478,1,unique
14479,Cluster 14479,1,unique
14480,Cluster 14480,1,unique
14481,Cluster 14481,1,unique
14482,Cluster 14482,3,unique
14483,Cluster 14483,2,unique
14484,Cluster 14484,3,unique
14485,Cluster 14485,5,unique
14486,Cluster 14486,2,unique
14487,Cluster 14487,1483,accessory
14488,Cluster 14488,766,accessory
14489,Cluster 14489,1589,core
14490,Cluster 14490,1,unique
14491,Cluster 14491,577,accessory
14492,Cluster 14492,1589,core
14493,Cluster 14493,1588,core
14494,Cluster 14494,72,unique
14495,Cluster 14495,1589,core
14496,Cluster 14496,1587,core
14497,Cluster 14497,5,unique
14498,Cluster 14498,2,unique
14499,Cluster 14499,608,accessory
14500,Cluster 14500,6,unique
14501,Cluster 14501,10,unique
14502,Cluster 14502,2,unique
14503,Cluster 14503,1,unique
14504,Cluster 14504,2,unique
14505,Cluster 14505,1,unique
14506,Cluster 14506,2,unique
14507,Cluster 14507,287,accessory
14508,Cluster 14508,102,accessory
14509,Cluster 14509,1,unique
14510,Cluster 14510,1,unique
14511,Cluster 14511,2,unique
14512,Cluster 14512,1,unique
14513,Cluster 14513,15,unique
14514,Cluster 14514,1,unique
14515,Cluster 14515,1,unique
14516,Cluster 14516,4,unique
14517,Cluster 14517,3,unique
14518,Cluster 14518,2,unique
14519,Cluster 14519,1,unique
14520,Cluster 14520,3,unique
14521,Cluster 14521,6,unique
14522,Cluster 14522,1,unique
14523,Cluster 14523,1,unique
14524,Cluster 14524,3,unique
14525,Cluster 14525,6,unique
14526,Cluster 14526,1,unique
14527,Cluster 14527,1,unique
14528,Cluster 14528,1,unique
14529,Cluster 14529,1,unique
14530,Cluster 14530,1,unique
14531,Cluster 14531,1,unique
14532,Cluster 14532,6,unique
14533,Cluster 14533,2,unique
14534,Cluster 14534,1,unique
14535,Cluster 14535,1,unique
14536,Cluster 14536,2,unique
14537,Cluster 14537,1,unique
14538,Cluster 14538,1,unique
14539,Cluster 14539,12,unique
14540,Cluster 14540,4,unique
14541,Cluster 14541,3,unique
14542,Cluster 14542,1,unique
14543,Cluster 14543,2,unique
14544,Cluster 14544,1588,core
14545,Cluster 14545,1,unique
14546,Cluster 14546,1,unique
14547,Cluster 14547,1,unique
14548,Cluster 14548,1,unique
14549,Cluster 14549,1,unique
14550,Cluster 14550,1,unique
14551,Cluster 14551,2,unique
14552,Cluster 14552,1,unique
14553,Cluster 14553,1,unique
14554,Cluster 14554,11,unique
14555,Cluster 14555,1,unique
14556,Cluster 14556,1589,core
14557,Cluster 14557,1586,core
14558,Cluster 14558,425,accessory
14559,Cluster 14559,1188,accessory
14560,Cluster 14560,1587,core
14561,Cluster 14561,1587,core
14562,Cluster 14562,4,unique
14563,Cluster 14563,33,unique
14564,Cluster 14564,2,unique
14565,Cluster 14565,1,unique
14566,Cluster 14566,1,unique
14567,Cluster 14567,1,unique
14568,Cluster 14568,1,unique
14569,Cluster 14569,166,accessory
14570,Cluster 14570,1,unique
14571,Cluster 14571,17,unique
14572,Cluster 14572,1,unique
14573,Cluster 14573,193,accessory
14574,Cluster 14574,1,unique
14575,Cluster 14575,1,unique
14576,Cluster 14576,2,unique
14577,Cluster 14577,46,unique
14578,Cluster 14578,10,unique
14579,Cluster 14579,2,unique
14580,Cluster 14580,1,unique
14581,Cluster 14581,1,unique
14582,Cluster 14582,1,unique
14583,Cluster 14583,5,unique
14584,Cluster 14584,5,unique
14585,Cluster 14585,67,unique
14586,Cluster 14586,1,unique
14587,Cluster 14587,1,unique
14588,Cluster 14588,1,unique
14589,Cluster 14589,6,unique
14590,Cluster 14590,10,unique
14591,Cluster 14591,15,unique
14592,Cluster 14592,1,unique
14593,Cluster 14593,6,unique
14594,Cluster 14594,2,unique
14595,Cluster 14595,2,unique
14596,Cluster 14596,2,unique
14597,Cluster 14597,1,unique
14598,Cluster 14598,2,unique
14599,Cluster 14599,1,unique
14600,Cluster 14600,1,unique
14601,Cluster 14601,2,unique
14602,Cluster 14602,16,unique
14603,Cluster 14603,1,unique
14604,Cluster 14604,1,unique
14605,Cluster 14605,13,unique
14606,Cluster 14606,2,unique
14607,Cluster 14607,1,unique
14608,Cluster 14608,2,unique
14609,Cluster 14609,2,unique
14610,Cluster 14610,1,unique
14611,Cluster 14611,1,unique
14612,Cluster 14612,2,unique
14613,Cluster 14613,1,unique
14614,Cluster 14614,1,unique
14615,Cluster 14615,7,unique
14616,Cluster 14616,1,unique
14617,Cluster 14617,1,unique
14618,Cluster 14618,1,unique
14619,Cluster 14619,1,unique
14620,Cluster 14620,1,unique
14621,Cluster 14621,2,unique
14622,Cluster 14622,9,unique
14623,Cluster 14623,2,unique
14624,Cluster 14624,1,unique
14625,Cluster 14625,529,accessory
14626,Cluster 14626,1577,core
14627,Cluster 14627,232,accessory
14628,Cluster 14628,606,accessory
14629,Cluster 14629,1580,core
14630,Cluster 14630,1557,core
14631,Cluster 14631,1588,core
14632,Cluster 14632,1574,core
14633,Cluster 14633,1577,core
14634,Cluster 14634,1589,core
14635,Cluster 14635,537,accessory
14636,Cluster 14636,1589,core
14637,Cluster 14637,6,unique
14638,Cluster 14638,128,accessory
14639,Cluster 14639,1589,core
14640,Cluster 14640,11,unique
14641,Cluster 14641,3,unique
14642,Cluster 14642,2,unique
14643,Cluster 14643,40,unique
14644,Cluster 14644,4,unique
14645,Cluster 14645,70,unique
14646,Cluster 14646,1,unique
14647,Cluster 14647,13,unique
14648,Cluster 14648,13,unique
14649,Cluster 14649,1,unique
14650,Cluster 14650,67,unique
14651,Cluster 14651,103,accessory
14652,Cluster 14652,1,unique
14653,Cluster 14653,1,unique
14654,Cluster 14654,1,unique
14655,Cluster 14655,4,unique
14656,Cluster 14656,1,unique
14657,Cluster 14657,4,unique
14658,Cluster 14658,1,unique
14659,Cluster 14659,1,unique
14660,Cluster 14660,1,unique
14661,Cluster 14661,3,unique
14662,Cluster 14662,1588,core
14663,Cluster 14663,8,unique
14664,Cluster 14664,59,unique
14665,Cluster 14665,1,unique
14666,Cluster 14666,2,unique
14667,Cluster 14667,1,unique
14668,Cluster 14668,1,unique
14669,Cluster 14669,1,unique
14670,Cluster 14670,2,unique
14671,Cluster 14671,1,unique
14672,Cluster 14672,23,unique
14673,Cluster 14673,8,unique
14674,Cluster 14674,2,unique
14675,Cluster 14675,1,unique
14676,Cluster 14676,1,unique
14677,Cluster 14677,1,unique
14678,Cluster 14678,2,unique
14679,Cluster 14679,1,unique
14680,Cluster 14680,1,unique
14681,Cluster 14681,1,unique
14682,Cluster 14682,3,unique
14683,Cluster 14683,1,unique
14684,Cluster 14684,1,unique
14685,Cluster 14685,1,unique
14686,Cluster 14686,1,unique
14687,Cluster 14687,2,unique
14688,Cluster 14688,8,unique
14689,Cluster 14689,1,unique
14690,Cluster 14690,2,unique
14691,Cluster 14691,1,unique
14692,Cluster 14692,1584,core
14693,Cluster 14693,1,unique
14694,Cluster 14694,1,unique
14695,Cluster 14695,1,unique
14696,Cluster 14696,2,unique
14697,Cluster 14697,1,unique
14698,Cluster 14698,1,unique
14699,Cluster 14699,1,unique
14700,Cluster 14700,1589,core
14701,Cluster 14701,1589,core
14702,Cluster 14702,1587,core
14703,Cluster 14703,759,accessory
14704,Cluster 14704,178,accessory
14705,Cluster 14705,15,unique
14706,Cluster 14706,99,accessory
14707,Cluster 14707,1,unique
14708,Cluster 14708,1,unique
14709,Cluster 14709,1,unique
14710,Cluster 14710,1,unique
14711,Cluster 14711,35,unique
14712,Cluster 14712,2,unique
14713,Cluster 14713,2,unique
14714,Cluster 14714,3,unique
14715,Cluster 14715,1,unique
14716,Cluster 14716,1,unique
14717,Cluster 14717,75,unique
14718,Cluster 14718,1,unique
14719,Cluster 14719,1,unique
14720,Cluster 14720,1,unique
14721,Cluster 14721,1586,core
14722,Cluster 14722,1,unique
14723,Cluster 14723,6,unique
14724,Cluster 14724,1,unique
14725,Cluster 14725,1,unique
14726,Cluster 14726,8,unique
14727,Cluster 14727,6,unique
14728,Cluster 14728,1,unique
14729,Cluster 14729,1,unique
14730,Cluster 14730,1,unique
14731,Cluster 14731,1,unique
14732,Cluster 14732,1,unique
14733,Cluster 14733,1,unique
14734,Cluster 14734,1,unique
14735,Cluster 14735,7,unique
14736,Cluster 14736,1575,core
14737,Cluster 14737,1,unique
14738,Cluster 14738,1,unique
14739,Cluster 14739,1,unique
14740,Cluster 14740,1,unique
14741,Cluster 14741,1,unique
14742,Cluster 14742,1,unique
14743,Cluster 14743,1,unique
14744,Cluster 14744,1,unique
14745,Cluster 14745,2,unique
14746,Cluster 14746,1,unique
14747,Cluster 14747,3,unique
14748,Cluster 14748,2,unique
14749,Cluster 14749,1,unique
14750,Cluster 14750,1,unique
14751,Cluster 14751,1,unique
14752,Cluster 14752,1,unique
14753,Cluster 14753,1,unique
14754,Cluster 14754,1,unique
14755,Cluster 14755,2,unique
14756,Cluster 14756,3,unique
14757,Cluster 14757,1587,core
14758,Cluster 14758,1589,core
14759,Cluster 14759,1542,core
14760,Cluster 14760,1587,core
14761,Cluster 14761,1170,accessory
14762,Cluster 14762,1566,core
14763,Cluster 14763,1586,core
14764,Cluster 14764,62,unique
14765,Cluster 14765,1,unique
14766,Cluster 14766,1,unique
14767,Cluster 14767,1,unique
14768,Cluster 14768,1,unique
14769,Cluster 14769,1,unique
14770,Cluster 14770,2,unique
14771,Cluster 14771,1,unique
14772,Cluster 14772,1589,core
14773,Cluster 14773,1,unique
14774,Cluster 14774,179,accessory
14775,Cluster 14775,3,unique
14776,Cluster 14776,21,unique
14777,Cluster 14777,2,unique
14778,Cluster 14778,2,unique
14779,Cluster 14779,1582,core
14780,Cluster 14780,1,unique
14781,Cluster 14781,1,unique
14782,Cluster 14782,1,unique
14783,Cluster 14783,1,unique
14784,Cluster 14784,1,unique
14785,Cluster 14785,5,unique
14786,Cluster 14786,10,unique
14787,Cluster 14787,1,unique
14788,Cluster 14788,2,unique
14789,Cluster 14789,4,unique
14790,Cluster 14790,1,unique
14791,Cluster 14791,6,unique
14792,Cluster 14792,1,unique
14793,Cluster 14793,3,unique
14794,Cluster 14794,15,unique
14795,Cluster 14795,1,unique
14796,Cluster 14796,2,unique
14797,Cluster 14797,3,unique
14798,Cluster 14798,1,unique
14799,Cluster 14799,1,unique
14800,Cluster 14800,1,unique
14801,Cluster 14801,1,unique
14802,Cluster 14802,1,unique
14803,Cluster 14803,1,unique
14804,Cluster 14804,2,unique
14805,Cluster 14805,2,unique
14806,Cluster 14806,1,unique
14807,Cluster 14807,1,unique
14808,Cluster 14808,1,unique
14809,Cluster 14809,1,unique
14810,Cluster 14810,2,unique
14811,Cluster 14811,1,unique
14812,Cluster 14812,1,unique
14813,Cluster 14813,1,unique
14814,Cluster 14814,1,unique
14815,Cluster 14815,1,unique
14816,Cluster 14816,2,unique
14817,Cluster 14817,1,unique
14818,Cluster 14818,1,unique
14819,Cluster 14819,1,unique
14820,Cluster 14820,3,unique
14821,Cluster 14821,1587,core
14822,Cluster 14822,1,unique
14823,Cluster 14823,1,unique
14824,Cluster 14824,236,accessory
14825,Cluster 14825,1,unique
14826,Cluster 14826,1,unique
14827,Cluster 14827,1,unique
14828,Cluster 14828,1502,accessory
14829,Cluster 14829,1492,accessory
14830,Cluster 14830,1589,core
14831,Cluster 14831,1578,core
14832,Cluster 14832,654,accessory
14833,Cluster 14833,115,accessory
14834,Cluster 14834,58,unique
14835,Cluster 14835,97,accessory
14836,Cluster 14836,181,accessory
14837,Cluster 14837,149,accessory
14838,Cluster 14838,1044,accessory
14839,Cluster 14839,138,accessory
14840,Cluster 14840,2,unique
14841,Cluster 14841,17,unique
14842,Cluster 14842,15,unique
14843,Cluster 14843,9,unique
14844,Cluster 14844,1,unique
14845,Cluster 14845,1473,accessory
14846,Cluster 14846,3,unique
14847,Cluster 14847,1,unique
14848,Cluster 14848,3,unique
14849,Cluster 14849,17,unique
14850,Cluster 14850,1,unique
14851,Cluster 14851,1,unique
14852,Cluster 14852,4,unique
14853,Cluster 14853,1,unique
14854,Cluster 14854,1,unique
14855,Cluster 14855,1,unique
14856,Cluster 14856,1,unique
14857,Cluster 14857,1,unique
14858,Cluster 14858,1,unique
14859,Cluster 14859,6,unique
14860,Cluster 14860,4,unique
14861,Cluster 14861,1,unique
14862,Cluster 14862,1,unique
14863,Cluster 14863,1,unique
14864,Cluster 14864,1,unique
14865,Cluster 14865,1,unique
14866,Cluster 14866,2,unique
14867,Cluster 14867,1,unique
14868,Cluster 14868,3,unique
14869,Cluster 14869,1,unique
14870,Cluster 14870,1,unique
14871,Cluster 14871,1,unique
14872,Cluster 14872,1,unique
14873,Cluster 14873,1,unique
14874,Cluster 14874,12,unique
14875,Cluster 14875,1,unique
14876,Cluster 14876,1,unique
14877,Cluster 14877,1,unique
14878,Cluster 14878,1,unique
14879,Cluster 14879,2,unique
14880,Cluster 14880,1,unique
14881,Cluster 14881,1,unique
14882,Cluster 14882,1,unique
14883,Cluster 14883,1589,core
14884,Cluster 14884,1587,core
14885,Cluster 14885,587,accessory
14886,Cluster 14886,10,unique
14887,Cluster 14887,3,unique
14888,Cluster 14888,18,unique
14889,Cluster 14889,4,unique
14890,Cluster 14890,1,unique
14891,Cluster 14891,1588,core
14892,Cluster 14892,3,unique
14893,Cluster 14893,2,unique
14894,Cluster 14894,6,unique
14895,Cluster 14895,80,unique
14896,Cluster 14896,1,unique
14897,Cluster 14897,2,unique
14898,Cluster 14898,30,unique
14899,Cluster 14899,3,unique
14900,Cluster 14900,1,unique
14901,Cluster 14901,2,unique
14902,Cluster 14902,1,unique
14903,Cluster 14903,27,unique
14904,Cluster 14904,1,unique
14905,Cluster 14905,1,unique
14906,Cluster 14906,1583,core
14907,Cluster 14907,1,unique
14908,Cluster 14908,2,unique
14909,Cluster 14909,1,unique
14910,Cluster 14910,2,unique
14911,Cluster 14911,3,unique
14912,Cluster 14912,1,unique
14913,Cluster 14913,1,unique
14914,Cluster 14914,1,unique
14915,Cluster 14915,7,unique
14916,Cluster 14916,1,unique
14917,Cluster 14917,1,unique
14918,Cluster 14918,1,unique
14919,Cluster 14919,1,unique
14920,Cluster 14920,2,unique
14921,Cluster 14921,3,unique
14922,Cluster 14922,3,unique
14923,Cluster 14923,3,unique
14924,Cluster 14924,1,unique
14925,Cluster 14925,3,unique
14926,Cluster 14926,1,unique
14927,Cluster 14927,1,unique
14928,Cluster 14928,1,unique
14929,Cluster 14929,1,unique
14930,Cluster 14930,2,unique
14931,Cluster 14931,1,unique
14932,Cluster 14932,1,unique
14933,Cluster 14933,1,unique
14934,Cluster 14934,2,unique
14935,Cluster 14935,1,unique
14936,Cluster 14936,1,unique
14937,Cluster 14937,1,unique
14938,Cluster 14938,1,unique
14939,Cluster 14939,1,unique
14940,Cluster 14940,1,unique
14941,Cluster 14941,1,unique
14942,Cluster 14942,1,unique
14943,Cluster 14943,1,unique
14944,Cluster 14944,769,accessory
14945,Cluster 14945,1588,core
14946,Cluster 14946,872,accessory
14947,Cluster 14947,1267,accessory
14948,Cluster 14948,1548,core
14949,Cluster 14949,1586,core
14950,Cluster 14950,1587,core
14951,Cluster 14951,1588,core
14952,Cluster 14952,135,accessory
14953,Cluster 14953,740,accessory
14954,Cluster 14954,12,unique
14955,Cluster 14955,1,unique
14956,Cluster 14956,2,unique
14957,Cluster 14957,1,unique
14958,Cluster 14958,1462,accessory
14959,Cluster 14959,1587,core
14960,Cluster 14960,1,unique
14961,Cluster 14961,1,unique
14962,Cluster 14962,1,unique
14963,Cluster 14963,547,accessory
14964,Cluster 14964,1,unique
14965,Cluster 14965,1,unique
14966,Cluster 14966,2,unique
14967,Cluster 14967,1,unique
14968,Cluster 14968,3,unique
14969,Cluster 14969,1,unique
14970,Cluster 14970,1,unique
14971,Cluster 14971,1,unique
14972,Cluster 14972,106,accessory
14973,Cluster 14973,188,accessory
14974,Cluster 14974,42,unique
14975,Cluster 14975,1,unique
14976,Cluster 14976,1,unique
14977,Cluster 14977,1,unique
14978,Cluster 14978,27,unique
14979,Cluster 14979,1,unique
14980,Cluster 14980,1,unique
14981,Cluster 14981,1,unique
14982,Cluster 14982,2,unique
14983,Cluster 14983,17,unique
14984,Cluster 14984,1,unique
14985,Cluster 14985,6,unique
14986,Cluster 14986,358,accessory
14987,Cluster 14987,1388,accessory
14988,Cluster 14988,1,unique
14989,Cluster 14989,1,unique
14990,Cluster 14990,1,unique
14991,Cluster 14991,1,unique
14992,Cluster 14992,1,unique
14993,Cluster 14993,10,unique
14994,Cluster 14994,6,unique
14995,Cluster 14995,1,unique
14996,Cluster 14996,2,unique
14997,Cluster 14997,1,unique
14998,Cluster 14998,2,unique
14999,Cluster 14999,2,unique
15000,Cluster 15000,4,unique
15001,Cluster 15001,1,unique
15002,Cluster 15002,1,unique
15003,Cluster 15003,1,unique
15004,Cluster 15004,1,unique
15005,Cluster 15005,4,unique
15006,Cluster 15006,1,unique
15007,Cluster 15007,1,unique
15008,Cluster 15008,1,unique
15009,Cluster 15009,1,unique
15010,Cluster 15010,1,unique
15011,Cluster 15011,4,unique
15012,Cluster 15012,1,unique
15013,Cluster 15013,2,unique
15014,Cluster 15014,1587,core
15015,Cluster 15015,1,unique
15016,Cluster 15016,1,unique
15017,Cluster 15017,2,unique
15018,Cluster 15018,1,unique
15019,Cluster 15019,2,unique
15020,Cluster 15020,1,unique
15021,Cluster 15021,1,unique
15022,Cluster 15022,1,unique
15023,Cluster 15023,2,unique
15024,Cluster 15024,1,unique
15025,Cluster 15025,1,unique
15026,Cluster 15026,1,unique
15027,Cluster 15027,1,unique
15028,Cluster 15028,1,unique
15029,Cluster 15029,2,unique
15030,Cluster 15030,2,unique
15031,Cluster 15031,1,unique
15032,Cluster 15032,1,unique
15033,Cluster 15033,1588,core
15034,Cluster 15034,1576,core
15035,Cluster 15035,1588,core
15036,Cluster 15036,1582,core
15037,Cluster 15037,1487,accessory
15038,Cluster 15038,1588,core
15039,Cluster 15039,1589,core
15040,Cluster 15040,1587,core
15041,Cluster 15041,984,accessory
15042,Cluster 15042,333,accessory
15043,Cluster 15043,5,unique
15044,Cluster 15044,736,accessory
15045,Cluster 15045,1,unique
15046,Cluster 15046,1,unique
15047,Cluster 15047,1,unique
15048,Cluster 15048,1,unique
15049,Cluster 15049,1,unique
15050,Cluster 15050,19,unique
15051,Cluster 15051,1570,core
15052,Cluster 15052,13,unique
15053,Cluster 15053,2,unique
15054,Cluster 15054,1,unique
15055,Cluster 15055,1,unique
15056,Cluster 15056,3,unique
15057,Cluster 15057,331,accessory
15058,Cluster 15058,1,unique
15059,Cluster 15059,1,unique
15060,Cluster 15060,2,unique
15061,Cluster 15061,1,unique
15062,Cluster 15062,1,unique
15063,Cluster 15063,1,unique
15064,Cluster 15064,1,unique
15065,Cluster 15065,1,unique
15066,Cluster 15066,1,unique
15067,Cluster 15067,86,unique
15068,Cluster 15068,1,unique
15069,Cluster 15069,1,unique
15070,Cluster 15070,2,unique
15071,Cluster 15071,1475,accessory
15072,Cluster 15072,4,unique
15073,Cluster 15073,1,unique
15074,Cluster 15074,1,unique
15075,Cluster 15075,1,unique
15076,Cluster 15076,1,unique
15077,Cluster 15077,9,unique
15078,Cluster 15078,1,unique
15079,Cluster 15079,1,unique
15080,Cluster 15080,1,unique
15081,Cluster 15081,3,unique
15082,Cluster 15082,1,unique
15083,Cluster 15083,1,unique
15084,Cluster 15084,1,unique
15085,Cluster 15085,15,unique
15086,Cluster 15086,3,unique
15087,Cluster 15087,1,unique
15088,Cluster 15088,1,unique
15089,Cluster 15089,1,unique
15090,Cluster 15090,1,unique
15091,Cluster 15091,1,unique
15092,Cluster 15092,2,unique
15093,Cluster 15093,1,unique
15094,Cluster 15094,1,unique
15095,Cluster 15095,1589,core
15096,Cluster 15096,275,accessory
15097,Cluster 15097,1068,accessory
15098,Cluster 15098,1505,accessory
15099,Cluster 15099,1586,core
15100,Cluster 15100,1587,core
15101,Cluster 15101,538,accessory
15102,Cluster 15102,1584,core
15103,Cluster 15103,1072,accessory
15104,Cluster 15104,2,unique
15105,Cluster 15105,71,unique
15106,Cluster 15106,1580,core
15107,Cluster 15107,89,unique
15108,Cluster 15108,24,unique
15109,Cluster 15109,2,unique
15110,Cluster 15110,1582,core
15111,Cluster 15111,360,accessory
15112,Cluster 15112,1,unique
15113,Cluster 15113,44,unique
15114,Cluster 15114,1,unique
15115,Cluster 15115,1,unique
15116,Cluster 15116,2,unique
15117,Cluster 15117,1,unique
15118,Cluster 15118,1,unique
15119,Cluster 15119,32,unique
15120,Cluster 15120,2,unique
15121,Cluster 15121,6,unique
15122,Cluster 15122,14,unique
15123,Cluster 15123,25,unique
15124,Cluster 15124,11,unique
15125,Cluster 15125,5,unique
15126,Cluster 15126,1,unique
15127,Cluster 15127,1,unique
15128,Cluster 15128,1,unique
15129,Cluster 15129,1,unique
15130,Cluster 15130,2,unique
15131,Cluster 15131,1,unique
15132,Cluster 15132,823,accessory
15133,Cluster 15133,2,unique
15134,Cluster 15134,1,unique
15135,Cluster 15135,1,unique
15136,Cluster 15136,1,unique
15137,Cluster 15137,1197,accessory
15138,Cluster 15138,1,unique
15139,Cluster 15139,4,unique
15140,Cluster 15140,1,unique
15141,Cluster 15141,565,accessory
15142,Cluster 15142,2,unique
15143,Cluster 15143,1,unique
15144,Cluster 15144,1,unique
15145,Cluster 15145,1,unique
15146,Cluster 15146,1,unique
15147,Cluster 15147,3,unique
15148,Cluster 15148,2,unique
15149,Cluster 15149,1,unique
15150,Cluster 15150,5,unique
15151,Cluster 15151,1,unique
15152,Cluster 15152,1,unique
15153,Cluster 15153,1,unique
15154,Cluster 15154,1,unique
15155,Cluster 15155,1,unique
15156,Cluster 15156,1,unique
15157,Cluster 15157,2,unique
15158,Cluster 15158,3,unique
15159,Cluster 15159,2,unique
15160,Cluster 15160,5,unique
15161,Cluster 15161,11,unique
15162,Cluster 15162,1,unique
15163,Cluster 15163,1,unique
15164,Cluster 15164,1,unique
15165,Cluster 15165,1,unique
15166,Cluster 15166,1,unique
15167,Cluster 15167,1,unique
15168,Cluster 15168,1,unique
15169,Cluster 15169,1,unique
15170,Cluster 15170,2,unique
15171,Cluster 15171,1,unique
15172,Cluster 15172,1,unique
15173,Cluster 15173,1,unique
15174,Cluster 15174,1,unique
15175,Cluster 15175,1,unique
15176,Cluster 15176,1,unique
15177,Cluster 15177,1,unique
15178,Cluster 15178,1587,core
15179,Cluster 15179,1581,core
15180,Cluster 15180,1588,core
15181,Cluster 15181,1544,core
15182,Cluster 15182,1587,core
15183,Cluster 15183,511,accessory
15184,Cluster 15184,462,accessory
15185,Cluster 15185,146,accessory
15186,Cluster 15186,1588,core
15187,Cluster 15187,1398,accessory
15188,Cluster 15188,8,unique
15189,Cluster 15189,225,accessory
15190,Cluster 15190,5,unique
15191,Cluster 15191,3,unique
15192,Cluster 15192,2,unique
15193,Cluster 15193,1,unique
15194,Cluster 15194,2,unique
15195,Cluster 15195,2,unique
15196,Cluster 15196,1,unique
15197,Cluster 15197,173,accessory
15198,Cluster 15198,4,unique
15199,Cluster 15199,2,unique
15200,Cluster 15200,18,unique
15201,Cluster 15201,2,unique
15202,Cluster 15202,217,accessory
15203,Cluster 15203,139,accessory
15204,Cluster 15204,200,accessory
15205,Cluster 15205,1,unique
15206,Cluster 15206,1,unique
15207,Cluster 15207,1,unique
15208,Cluster 15208,1,unique
15209,Cluster 15209,1,unique
15210,Cluster 15210,4,unique
15211,Cluster 15211,1,unique
